generated_utc,coverage_end,last_complete_year,frozen_history_end,charts_built_for_year,expected_refresh_days,w1,w2,w3,w4,w5,w6,w7,w8,health_state,health_note,health_tabs
2026-09-05 22:36:15,2026-09-05 21:00,2025,2025,2025,10,2019,2020,2021,2022,2023,2024,2025,2026,ok,,
