hour_utc,DE_2019_M01,DE_2019_M02,DE_2019_M03,DE_2019_M04,DE_2019_M05,DE_2019_M06,DE_2019_M07,DE_2019_M08,DE_2019_M09,DE_2019_M10,DE_2019_M11,DE_2019_M12,DE_2020_M01,DE_2020_M02,DE_2020_M03,DE_2020_M04,DE_2020_M05,DE_2020_M06,DE_2020_M07,DE_2020_M08,DE_2020_M09,DE_2020_M10,DE_2020_M11,DE_2020_M12,DE_2021_M01,DE_2021_M02,DE_2021_M03,DE_2021_M04,DE_2021_M05,DE_2021_M06,DE_2021_M07,DE_2021_M08,DE_2021_M09,DE_2021_M10,DE_2021_M11,DE_2021_M12,DE_2022_M01,DE_2022_M02,DE_2022_M03,DE_2022_M04,DE_2022_M05,DE_2022_M06,DE_2022_M07,DE_2022_M08,DE_2022_M09,DE_2022_M10,DE_2022_M11,DE_2022_M12,DE_2023_M01,DE_2023_M02,DE_2023_M03,DE_2023_M04,DE_2023_M05,DE_2023_M06,DE_2023_M07,DE_2023_M08,DE_2023_M09,DE_2023_M10,DE_2023_M11,DE_2023_M12,DE_2024_M01,DE_2024_M02,DE_2024_M03,DE_2024_M04,DE_2024_M05,DE_2024_M06,DE_2024_M07,DE_2024_M08,DE_2024_M09,DE_2024_M10,DE_2024_M11,DE_2024_M12,DE_2025_M01,DE_2025_M02,DE_2025_M03,DE_2025_M04,DE_2025_M05,DE_2025_M06,DE_2025_M07,DE_2025_M08,DE_2025_M09,DE_2025_M10,DE_2025_M11,DE_2025_M12,DE_2026_M01,DE_2026_M02,DE_2026_M03,DE_2026_M04,DE_2026_M05,DE_2026_M06,DE_2026_M07,DE_2026_M08,DE_2026_M09,DE_2026_M10,DE_2026_M11,DE_2026_M12,DE_2027_M01,DE_2027_M02,DE_2027_M03,DE_2027_M04,DE_2027_M05,DE_2027_M06,DE_2027_M07,DE_2027_M08,DE_2027_M09,DE_2027_M10,DE_2027_M11,DE_2027_M12,DE_2028_M01,DE_2028_M02,DE_2028_M03,DE_2028_M04,DE_2028_M05,DE_2028_M06,DE_2028_M07,DE_2028_M08,DE_2028_M09,DE_2028_M10,DE_2028_M11,DE_2028_M12,DE_2029_M01,DE_2029_M02,DE_2029_M03,DE_2029_M04,DE_2029_M05,DE_2029_M06,DE_2029_M07,DE_2029_M08,DE_2029_M09,DE_2029_M10,DE_2029_M11,DE_2029_M12,DE_2030_M01,DE_2030_M02,DE_2030_M03,DE_2030_M04,DE_2030_M05,DE_2030_M06,DE_2030_M07,DE_2030_M08,DE_2030_M09,DE_2030_M10,DE_2030_M11,DE_2030_M12,DE_2031_M01,DE_2031_M02,DE_2031_M03,DE_2031_M04,DE_2031_M05,DE_2031_M06,DE_2031_M07,DE_2031_M08,DE_2031_M09,DE_2031_M10,DE_2031_M11,DE_2031_M12,DE_2032_M01,DE_2032_M02,DE_2032_M03,DE_2032_M04,DE_2032_M05,DE_2032_M06,DE_2032_M07,DE_2032_M08,DE_2032_M09,DE_2032_M10,DE_2032_M11,DE_2032_M12,DE_2033_M01,DE_2033_M02,DE_2033_M03,DE_2033_M04,DE_2033_M05,DE_2033_M06,DE_2033_M07,DE_2033_M08,DE_2033_M09,DE_2033_M10,DE_2033_M11,DE_2033_M12,DE_2034_M01,DE_2034_M02,DE_2034_M03,DE_2034_M04,DE_2034_M05,DE_2034_M06,DE_2034_M07,DE_2034_M08,DE_2034_M09,DE_2034_M10,DE_2034_M11,DE_2034_M12,DE_2035_M01,DE_2035_M02,DE_2035_M03,DE_2035_M04,DE_2035_M05,DE_2035_M06,DE_2035_M07,DE_2035_M08,DE_2035_M09,DE_2035_M10,DE_2035_M11,DE_2035_M12,ES_2019_M01,ES_2019_M02,ES_2019_M03,ES_2019_M04,ES_2019_M05,ES_2019_M06,ES_2019_M07,ES_2019_M08,ES_2019_M09,ES_2019_M10,ES_2019_M11,ES_2019_M12,ES_2020_M01,ES_2020_M02,ES_2020_M03,ES_2020_M04,ES_2020_M05,ES_2020_M06,ES_2020_M07,ES_2020_M08,ES_2020_M09,ES_2020_M10,ES_2020_M11,ES_2020_M12,ES_2021_M01,ES_2021_M02,ES_2021_M03,ES_2021_M04,ES_2021_M05,ES_2021_M06,ES_2021_M07,ES_2021_M08,ES_2021_M09,ES_2021_M10,ES_2021_M11,ES_2021_M12,ES_2022_M01,ES_2022_M02,ES_2022_M03,ES_2022_M04,ES_2022_M05,ES_2022_M06,ES_2022_M07,ES_2022_M08,ES_2022_M09,ES_2022_M10,ES_2022_M11,ES_2022_M12,ES_2023_M01,ES_2023_M02,ES_2023_M03,ES_2023_M04,ES_2023_M05,ES_2023_M06,ES_2023_M07,ES_2023_M08,ES_2023_M09,ES_2023_M10,ES_2023_M11,ES_2023_M12,ES_2024_M01,ES_2024_M02,ES_2024_M03,ES_2024_M04,ES_2024_M05,ES_2024_M06,ES_2024_M07,ES_2024_M08,ES_2024_M09,ES_2024_M10,ES_2024_M11,ES_2024_M12,ES_2025_M01,ES_2025_M02,ES_2025_M03,ES_2025_M04,ES_2025_M05,ES_2025_M06,ES_2025_M07,ES_2025_M08,ES_2025_M09,ES_2025_M10,ES_2025_M11,ES_2025_M12,ES_2026_M01,ES_2026_M02,ES_2026_M03,ES_2026_M04,ES_2026_M05,ES_2026_M06,ES_2026_M07,ES_2026_M08,ES_2026_M09,ES_2026_M10,ES_2026_M11,ES_2026_M12,ES_2027_M01,ES_2027_M02,ES_2027_M03,ES_2027_M04,ES_2027_M05,ES_2027_M06,ES_2027_M07,ES_2027_M08,ES_2027_M09,ES_2027_M10,ES_2027_M11,ES_2027_M12,ES_2028_M01,ES_2028_M02,ES_2028_M03,ES_2028_M04,ES_2028_M05,ES_2028_M06,ES_2028_M07,ES_2028_M08,ES_2028_M09,ES_2028_M10,ES_2028_M11,ES_2028_M12,ES_2029_M01,ES_2029_M02,ES_2029_M03,ES_2029_M04,ES_2029_M05,ES_2029_M06,ES_2029_M07,ES_2029_M08,ES_2029_M09,ES_2029_M10,ES_2029_M11,ES_2029_M12,ES_2030_M01,ES_2030_M02,ES_2030_M03,ES_2030_M04,ES_2030_M05,ES_2030_M06,ES_2030_M07,ES_2030_M08,ES_2030_M09,ES_2030_M10,ES_2030_M11,ES_2030_M12,ES_2031_M01,ES_2031_M02,ES_2031_M03,ES_2031_M04,ES_2031_M05,ES_2031_M06,ES_2031_M07,ES_2031_M08,ES_2031_M09,ES_2031_M10,ES_2031_M11,ES_2031_M12,ES_2032_M01,ES_2032_M02,ES_2032_M03,ES_2032_M04,ES_2032_M05,ES_2032_M06,ES_2032_M07,ES_2032_M08,ES_2032_M09,ES_2032_M10,ES_2032_M11,ES_2032_M12,ES_2033_M01,ES_2033_M02,ES_2033_M03,ES_2033_M04,ES_2033_M05,ES_2033_M06,ES_2033_M07,ES_2033_M08,ES_2033_M09,ES_2033_M10,ES_2033_M11,ES_2033_M12,ES_2034_M01,ES_2034_M02,ES_2034_M03,ES_2034_M04,ES_2034_M05,ES_2034_M06,ES_2034_M07,ES_2034_M08,ES_2034_M09,ES_2034_M10,ES_2034_M11,ES_2034_M12,ES_2035_M01,ES_2035_M02,ES_2035_M03,ES_2035_M04,ES_2035_M05,ES_2035_M06,ES_2035_M07,ES_2035_M08,ES_2035_M09,ES_2035_M10,ES_2035_M11,ES_2035_M12,PT_2019_M01,PT_2019_M02,PT_2019_M03,PT_2019_M04,PT_2019_M05,PT_2019_M06,PT_2019_M07,PT_2019_M08,PT_2019_M09,PT_2019_M10,PT_2019_M11,PT_2019_M12,PT_2020_M01,PT_2020_M02,PT_2020_M03,PT_2020_M04,PT_2020_M05,PT_2020_M06,PT_2020_M07,PT_2020_M08,PT_2020_M09,PT_2020_M10,PT_2020_M11,PT_2020_M12,PT_2021_M01,PT_2021_M02,PT_2021_M03,PT_2021_M04,PT_2021_M05,PT_2021_M06,PT_2021_M07,PT_2021_M08,PT_2021_M09,PT_2021_M10,PT_2021_M11,PT_2021_M12,PT_2022_M01,PT_2022_M02,PT_2022_M03,PT_2022_M04,PT_2022_M05,PT_2022_M06,PT_2022_M07,PT_2022_M08,PT_2022_M09,PT_2022_M10,PT_2022_M11,PT_2022_M12,PT_2023_M01,PT_2023_M02,PT_2023_M03,PT_2023_M04,PT_2023_M05,PT_2023_M06,PT_2023_M07,PT_2023_M08,PT_2023_M09,PT_2023_M10,PT_2023_M11,PT_2023_M12,PT_2024_M01,PT_2024_M02,PT_2024_M03,PT_2024_M04,PT_2024_M05,PT_2024_M06,PT_2024_M07,PT_2024_M08,PT_2024_M09,PT_2024_M10,PT_2024_M11,PT_2024_M12,PT_2025_M01,PT_2025_M02,PT_2025_M03,PT_2025_M04,PT_2025_M05,PT_2025_M06,PT_2025_M07,PT_2025_M08,PT_2025_M09,PT_2025_M10,PT_2025_M11,PT_2025_M12,PT_2026_M01,PT_2026_M02,PT_2026_M03,PT_2026_M04,PT_2026_M05,PT_2026_M06,PT_2026_M07,PT_2026_M08,PT_2026_M09,PT_2026_M10,PT_2026_M11,PT_2026_M12,PT_2027_M01,PT_2027_M02,PT_2027_M03,PT_2027_M04,PT_2027_M05,PT_2027_M06,PT_2027_M07,PT_2027_M08,PT_2027_M09,PT_2027_M10,PT_2027_M11,PT_2027_M12,PT_2028_M01,PT_2028_M02,PT_2028_M03,PT_2028_M04,PT_2028_M05,PT_2028_M06,PT_2028_M07,PT_2028_M08,PT_2028_M09,PT_2028_M10,PT_2028_M11,PT_2028_M12,PT_2029_M01,PT_2029_M02,PT_2029_M03,PT_2029_M04,PT_2029_M05,PT_2029_M06,PT_2029_M07,PT_2029_M08,PT_2029_M09,PT_2029_M10,PT_2029_M11,PT_2029_M12,PT_2030_M01,PT_2030_M02,PT_2030_M03,PT_2030_M04,PT_2030_M05,PT_2030_M06,PT_2030_M07,PT_2030_M08,PT_2030_M09,PT_2030_M10,PT_2030_M11,PT_2030_M12,PT_2031_M01,PT_2031_M02,PT_2031_M03,PT_2031_M04,PT_2031_M05,PT_2031_M06,PT_2031_M07,PT_2031_M08,PT_2031_M09,PT_2031_M10,PT_2031_M11,PT_2031_M12,PT_2032_M01,PT_2032_M02,PT_2032_M03,PT_2032_M04,PT_2032_M05,PT_2032_M06,PT_2032_M07,PT_2032_M08,PT_2032_M09,PT_2032_M10,PT_2032_M11,PT_2032_M12,PT_2033_M01,PT_2033_M02,PT_2033_M03,PT_2033_M04,PT_2033_M05,PT_2033_M06,PT_2033_M07,PT_2033_M08,PT_2033_M09,PT_2033_M10,PT_2033_M11,PT_2033_M12,PT_2034_M01,PT_2034_M02,PT_2034_M03,PT_2034_M04,PT_2034_M05,PT_2034_M06,PT_2034_M07,PT_2034_M08,PT_2034_M09,PT_2034_M10,PT_2034_M11,PT_2034_M12,PT_2035_M01,PT_2035_M02,PT_2035_M03,PT_2035_M04,PT_2035_M05,PT_2035_M06,PT_2035_M07,PT_2035_M08,PT_2035_M09,PT_2035_M10,PT_2035_M11,PT_2035_M12,FR_2019_M01,FR_2019_M02,FR_2019_M03,FR_2019_M04,FR_2019_M05,FR_2019_M06,FR_2019_M07,FR_2019_M08,FR_2019_M09,FR_2019_M10,FR_2019_M11,FR_2019_M12,FR_2020_M01,FR_2020_M02,FR_2020_M03,FR_2020_M04,FR_2020_M05,FR_2020_M06,FR_2020_M07,FR_2020_M08,FR_2020_M09,FR_2020_M10,FR_2020_M11,FR_2020_M12,FR_2021_M01,FR_2021_M02,FR_2021_M03,FR_2021_M04,FR_2021_M05,FR_2021_M06,FR_2021_M07,FR_2021_M08,FR_2021_M09,FR_2021_M10,FR_2021_M11,FR_2021_M12,FR_2022_M01,FR_2022_M02,FR_2022_M03,FR_2022_M04,FR_2022_M05,FR_2022_M06,FR_2022_M07,FR_2022_M08,FR_2022_M09,FR_2022_M10,FR_2022_M11,FR_2022_M12,FR_2023_M01,FR_2023_M02,FR_2023_M03,FR_2023_M04,FR_2023_M05,FR_2023_M06,FR_2023_M07,FR_2023_M08,FR_2023_M09,FR_2023_M10,FR_2023_M11,FR_2023_M12,FR_2024_M01,FR_2024_M02,FR_2024_M03,FR_2024_M04,FR_2024_M05,FR_2024_M06,FR_2024_M07,FR_2024_M08,FR_2024_M09,FR_2024_M10,FR_2024_M11,FR_2024_M12,FR_2025_M01,FR_2025_M02,FR_2025_M03,FR_2025_M04,FR_2025_M05,FR_2025_M06,FR_2025_M07,FR_2025_M08,FR_2025_M09,FR_2025_M10,FR_2025_M11,FR_2025_M12,FR_2026_M01,FR_2026_M02,FR_2026_M03,FR_2026_M04,FR_2026_M05,FR_2026_M06,FR_2026_M07,FR_2026_M08,FR_2026_M09,FR_2026_M10,FR_2026_M11,FR_2026_M12,FR_2027_M01,FR_2027_M02,FR_2027_M03,FR_2027_M04,FR_2027_M05,FR_2027_M06,FR_2027_M07,FR_2027_M08,FR_2027_M09,FR_2027_M10,FR_2027_M11,FR_2027_M12,FR_2028_M01,FR_2028_M02,FR_2028_M03,FR_2028_M04,FR_2028_M05,FR_2028_M06,FR_2028_M07,FR_2028_M08,FR_2028_M09,FR_2028_M10,FR_2028_M11,FR_2028_M12,FR_2029_M01,FR_2029_M02,FR_2029_M03,FR_2029_M04,FR_2029_M05,FR_2029_M06,FR_2029_M07,FR_2029_M08,FR_2029_M09,FR_2029_M10,FR_2029_M11,FR_2029_M12,FR_2030_M01,FR_2030_M02,FR_2030_M03,FR_2030_M04,FR_2030_M05,FR_2030_M06,FR_2030_M07,FR_2030_M08,FR_2030_M09,FR_2030_M10,FR_2030_M11,FR_2030_M12,FR_2031_M01,FR_2031_M02,FR_2031_M03,FR_2031_M04,FR_2031_M05,FR_2031_M06,FR_2031_M07,FR_2031_M08,FR_2031_M09,FR_2031_M10,FR_2031_M11,FR_2031_M12,FR_2032_M01,FR_2032_M02,FR_2032_M03,FR_2032_M04,FR_2032_M05,FR_2032_M06,FR_2032_M07,FR_2032_M08,FR_2032_M09,FR_2032_M10,FR_2032_M11,FR_2032_M12,FR_2033_M01,FR_2033_M02,FR_2033_M03,FR_2033_M04,FR_2033_M05,FR_2033_M06,FR_2033_M07,FR_2033_M08,FR_2033_M09,FR_2033_M10,FR_2033_M11,FR_2033_M12,FR_2034_M01,FR_2034_M02,FR_2034_M03,FR_2034_M04,FR_2034_M05,FR_2034_M06,FR_2034_M07,FR_2034_M08,FR_2034_M09,FR_2034_M10,FR_2034_M11,FR_2034_M12,FR_2035_M01,FR_2035_M02,FR_2035_M03,FR_2035_M04,FR_2035_M05,FR_2035_M06,FR_2035_M07,FR_2035_M08,FR_2035_M09,FR_2035_M10,FR_2035_M11,FR_2035_M12,IT_2019_M01,IT_2019_M02,IT_2019_M03,IT_2019_M04,IT_2019_M05,IT_2019_M06,IT_2019_M07,IT_2019_M08,IT_2019_M09,IT_2019_M10,IT_2019_M11,IT_2019_M12,IT_2020_M01,IT_2020_M02,IT_2020_M03,IT_2020_M04,IT_2020_M05,IT_2020_M06,IT_2020_M07,IT_2020_M08,IT_2020_M09,IT_2020_M10,IT_2020_M11,IT_2020_M12,IT_2021_M01,IT_2021_M02,IT_2021_M03,IT_2021_M04,IT_2021_M05,IT_2021_M06,IT_2021_M07,IT_2021_M08,IT_2021_M09,IT_2021_M10,IT_2021_M11,IT_2021_M12,IT_2022_M01,IT_2022_M02,IT_2022_M03,IT_2022_M04,IT_2022_M05,IT_2022_M06,IT_2022_M07,IT_2022_M08,IT_2022_M09,IT_2022_M10,IT_2022_M11,IT_2022_M12,IT_2023_M01,IT_2023_M02,IT_2023_M03,IT_2023_M04,IT_2023_M05,IT_2023_M06,IT_2023_M07,IT_2023_M08,IT_2023_M09,IT_2023_M10,IT_2023_M11,IT_2023_M12,IT_2024_M01,IT_2024_M02,IT_2024_M03,IT_2024_M04,IT_2024_M05,IT_2024_M06,IT_2024_M07,IT_2024_M08,IT_2024_M09,IT_2024_M10,IT_2024_M11,IT_2024_M12,IT_2025_M01,IT_2025_M02,IT_2025_M03,IT_2025_M04,IT_2025_M05,IT_2025_M06,IT_2025_M07,IT_2025_M08,IT_2025_M09,IT_2025_M10,IT_2025_M11,IT_2025_M12,IT_2026_M01,IT_2026_M02,IT_2026_M03,IT_2026_M04,IT_2026_M05,IT_2026_M06,IT_2026_M07,IT_2026_M08,IT_2026_M09,IT_2026_M10,IT_2026_M11,IT_2026_M12,IT_2027_M01,IT_2027_M02,IT_2027_M03,IT_2027_M04,IT_2027_M05,IT_2027_M06,IT_2027_M07,IT_2027_M08,IT_2027_M09,IT_2027_M10,IT_2027_M11,IT_2027_M12,IT_2028_M01,IT_2028_M02,IT_2028_M03,IT_2028_M04,IT_2028_M05,IT_2028_M06,IT_2028_M07,IT_2028_M08,IT_2028_M09,IT_2028_M10,IT_2028_M11,IT_2028_M12,IT_2029_M01,IT_2029_M02,IT_2029_M03,IT_2029_M04,IT_2029_M05,IT_2029_M06,IT_2029_M07,IT_2029_M08,IT_2029_M09,IT_2029_M10,IT_2029_M11,IT_2029_M12,IT_2030_M01,IT_2030_M02,IT_2030_M03,IT_2030_M04,IT_2030_M05,IT_2030_M06,IT_2030_M07,IT_2030_M08,IT_2030_M09,IT_2030_M10,IT_2030_M11,IT_2030_M12,IT_2031_M01,IT_2031_M02,IT_2031_M03,IT_2031_M04,IT_2031_M05,IT_2031_M06,IT_2031_M07,IT_2031_M08,IT_2031_M09,IT_2031_M10,IT_2031_M11,IT_2031_M12,IT_2032_M01,IT_2032_M02,IT_2032_M03,IT_2032_M04,IT_2032_M05,IT_2032_M06,IT_2032_M07,IT_2032_M08,IT_2032_M09,IT_2032_M10,IT_2032_M11,IT_2032_M12,IT_2033_M01,IT_2033_M02,IT_2033_M03,IT_2033_M04,IT_2033_M05,IT_2033_M06,IT_2033_M07,IT_2033_M08,IT_2033_M09,IT_2033_M10,IT_2033_M11,IT_2033_M12,IT_2034_M01,IT_2034_M02,IT_2034_M03,IT_2034_M04,IT_2034_M05,IT_2034_M06,IT_2034_M07,IT_2034_M08,IT_2034_M09,IT_2034_M10,IT_2034_M11,IT_2034_M12,IT_2035_M01,IT_2035_M02,IT_2035_M03,IT_2035_M04,IT_2035_M05,IT_2035_M06,IT_2035_M07,IT_2035_M08,IT_2035_M09,IT_2035_M10,IT_2035_M11,IT_2035_M12
0,35.72,34.71,22.23,31.56,32.12,25.58,33.45,30.91,26.83,24.33,31.21,20.86,26.31,11.57,17.76,15.58,15.04,20.36,25.84,27.02,33.25,23.5,28.98,31.21,40.63,37.12,40.39,47.38,46.7,64.51,70.8,68.64,101.74,94.28,128.55,152.67,127.56,99.74,231.95,142.65,163.07,194.06,288.54,421.69,270.8,112.13,117.57,184.05,82.62,108.71,86.09,93.93,81.83,91.07,77.21,84.18,83.47,61.43,62.64,49.6,58.59,47.15,58.61,54.64,68.96,72.38,68.22,84.52,67.85,63.48,86.14,70.68,85.59,108.98,90.12,82.49,81.33,79.79,91.22,83.49,69.63,62.59,76.86,73.12,89.23,84.01,94.75,93.39,118.75,113.02,124.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.96,50.14,45.72,45.6,43.85,45.32,47.01,41.85,37.93,42.7,35.85,26.92,35.82,32.87,24.83,15.27,20.33,28.96,30.02,31.3,35.64,30.46,36.66,34.57,48.93,19.37,40.37,62.39,64.83,79.96,89.11,102.68,147.4,181.4,181.22,219.12,187.67,189.43,266.63,186.29,183.27,171.49,139.13,157.9,134.57,111.8,101.97,77.22,49.63,127.4,88.22,85.03,81.17,96.39,95.47,99.03,103.32,82.64,51.73,63.83,63.21,35.31,17.53,12.74,40.28,67.84,86.3,102.78,81.28,59.12,98.18,104.46,84.28,104.6,48.12,27.59,20.18,97.58,88.81,90.93,75.03,78.5,56.93,70.89,63.39,7.69,44.29,58.2,81.07,101.87,128.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.83,52.66,46.23,46.35,44.28,45.34,47.05,41.88,37.93,42.9,35.85,26.92,35.82,32.87,25.18,15.51,20.33,28.96,30.02,31.3,35.64,30.46,36.88,34.59,49.77,19.27,40.37,62.39,64.83,79.96,89.11,102.68,147.4,181.4,182.08,219.12,187.73,190.63,266.63,186.29,183.27,171.49,139.13,159.24,134.57,111.95,101.97,77.22,49.63,127.4,88.39,85.03,81.17,96.39,95.76,99.03,103.32,82.64,51.73,63.88,63.58,35.31,17.37,12.74,40.28,68.87,86.61,102.78,82.2,60.07,98.18,105.33,84.76,104.6,48.12,27.57,25.08,97.58,88.81,90.93,75.03,78.52,56.93,70.89,63.39,7.05,44.29,58.2,81.07,101.87,128.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77,39.39,28.89,32.18,32.36,23.54,32.1,27.21,26.18,26.14,36.48,27.77,30.47,20.64,20.08,13.31,13.72,20.7,26.44,29.04,35.03,27.55,30.9,35.26,48.2,38.65,43.76,57.97,49.09,65.25,67.82,64.42,108.98,127.81,181.66,229.11,177.83,169.29,269.36,209.23,180.73,212.85,328.24,424.39,314.67,137.69,145.25,210.32,100.77,136.72,98.16,96.0,79.99,89.27,73.16,82.89,74.46,59.44,61.92,51.63,60.93,48.08,49.72,28.03,28.33,37.55,47.38,50.39,44.6,41.33,86.68,73.22,78.34,109.07,75.19,41.24,19.61,43.11,62.97,62.15,29.87,44.01,48.88,59.38,86.26,38.58,65.77,49.99,68.08,72.42,111.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14,49.52,46.16,44.55,43.55,42.09,45.91,44.69,40.55,40.41,37.71,32.81,39.67,31.31,25.2,20.93,18.99,24.94,31.41,35.51,37.79,33.98,38.15,39.31,49.65,44.08,52.92,61.6,61.8,75.1,92.0,101.22,142.47,183.85,188.32,235.48,192.41,188.09,281.45,231.21,211.2,240.04,383.45,497.32,370.55,166.06,178.98,231.23,144.7,144.52,122.39,123.02,94.69,97.88,103.22,104.3,104.22,114.07,100.67,99.6,84.45,74.56,83.05,78.68,84.57,95.65,101.26,117.85,103.28,98.8,113.47,109.66,121.52,135.89,112.05,92.04,90.39,108.77,109.55,108.72,102.54,94.69,100.93,101.16,116.42,103.63,138.43,121.56,129.69,133.18,143.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34.4,34.01,20.57,30.93,31.12,25.02,32.98,30.41,25.83,24.44,29.22,18.83,24.38,11.02,16.64,15.22,14.21,19.34,24.55,25.82,31.89,21.52,27.94,29.81,39.35,37.14,38.93,47.24,43.95,62.89,68.99,66.3,98.63,90.8,124.4,145.93,123.25,98.0,227.37,142.53,159.34,188.87,283.22,406.01,264.05,107.47,111.2,178.42,80.58,107.19,84.42,91.69,80.58,89.33,72.33,81.75,82.07,57.45,59.93,48.11,57.36,45.04,57.09,54.17,68.17,70.0,66.73,82.75,67.4,61.63,83.41,67.28,82.18,106.42,88.17,81.95,80.45,78.16,89.35,81.99,69.13,60.58,74.27,70.59,86.26,82.74,92.4,93.14,117.27,110.1,122.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.74,46.57,43.58,44.19,43.56,44.47,46.1,41.16,37.06,41.06,33.01,24.54,33.4,30.85,23.56,14.41,19.81,28.46,29.32,30.37,34.04,28.79,34.78,31.36,44.21,16.14,38.53,60.97,64.06,79.67,88.89,101.65,144.37,178.49,171.61,206.66,180.01,180.96,256.88,180.51,180.45,169.24,134.56,150.48,129.48,106.38,95.64,72.35,45.27,122.35,85.9,83.17,78.68,94.52,94.37,97.28,100.84,80.16,48.44,59.38,60.06,32.73,15.58,12.86,39.32,66.05,86.1,104.25,79.79,54.5,93.91,98.13,78.78,100.16,44.28,25.01,17.63,95.94,85.49,87.16,72.3,75.89,51.74,65.87,59.19,6.34,40.2,56.13,77.39,99.27,128.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55,48.13,44.43,44.49,43.97,44.47,46.15,41.16,37.06,41.27,33.01,24.52,33.43,31.04,23.95,14.49,19.81,28.46,29.33,30.4,34.04,28.86,35.09,31.42,45.54,16.07,38.53,60.97,64.06,79.67,88.89,101.65,144.37,178.49,171.61,206.94,180.01,181.84,256.88,180.51,180.45,169.24,134.56,151.77,129.48,106.38,95.64,72.35,45.27,122.35,85.9,83.17,78.68,94.52,94.37,97.28,100.84,80.16,48.44,59.44,61.12,32.73,15.55,12.83,39.32,67.16,86.45,104.25,80.7,55.74,93.91,98.67,79.57,100.16,44.28,24.75,22.77,95.94,85.49,87.16,72.3,75.89,51.74,65.87,59.03,5.5,40.2,56.13,77.39,99.27,128.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01,38.46,27.29,30.52,30.57,18.67,28.94,24.95,23.48,23.61,34.15,25.07,29.39,19.72,18.53,11.89,11.89,19.49,24.7,27.22,32.96,24.29,29.13,32.94,46.16,37.42,42.14,55.37,43.97,62.06,61.01,54.94,99.73,109.98,176.39,222.28,173.66,163.93,261.92,201.6,174.19,196.28,311.19,405.62,292.73,124.79,139.69,205.83,97.72,134.31,95.75,92.42,73.38,84.45,64.57,74.95,65.01,52.23,59.16,50.07,58.28,45.45,47.0,22.1,25.03,29.59,42.48,42.45,34.27,36.81,81.81,69.28,73.82,106.64,73.06,34.57,15.22,35.81,53.54,55.5,22.34,36.9,44.93,55.15,81.91,32.72,58.48,43.59,58.78,66.01,101.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.43,47.16,43.66,43.82,42.53,40.49,44.48,43.53,39.88,39.65,35.35,30.26,37.54,29.14,23.86,20.17,17.79,23.68,29.99,32.89,36.63,32.29,36.68,36.45,47.3,40.95,51.37,60.02,58.88,71.73,89.08,97.17,139.22,178.89,182.58,227.17,185.43,183.6,274.84,227.33,208.84,238.27,374.44,484.68,361.67,163.29,169.0,218.32,137.26,140.31,118.48,120.78,92.92,95.8,101.61,102.14,102.84,112.4,95.14,94.81,79.8,70.85,81.28,77.43,83.9,94.46,99.74,116.27,101.52,98.12,110.85,101.42,118.08,132.46,109.56,91.82,89.34,106.73,107.66,106.4,101.62,93.57,100.06,100.08,114.39,102.38,135.61,120.33,128.33,131.87,140.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
