row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8,mm_DE_min,mm_DE_max,gm_Gas,gm_Biomass,gm_HydroROR,gm_HydroRes,gm_HydroPump,gm_Onshore,gm_Solar,gm_Other,gm_Price,md_M01,md_M02,md_M03,md_M04,md_M05,md_M06,md_M07,md_M08,md_M09,md_M10,md_M11,md_M12,i_PT_w1,i_PT_w2,i_PT_w3,i_PT_w4,i_PT_w5,i_PT_w6,i_PT_w7,i_PT_w8,i_FR_w1,i_FR_w2,i_FR_w3,i_FR_w4,i_FR_w5,i_FR_w6,i_FR_w7,i_FR_w8,i_IT_w1,i_IT_w2,i_IT_w3,i_IT_w4,i_IT_w5,i_IT_w6,i_IT_w7,i_IT_w8,c_PT_w1,c_PT_w2,c_PT_w3,c_PT_w4,c_PT_w5,c_PT_w6,c_PT_w7,c_PT_w8,c_FR_w1,c_FR_w2,c_FR_w3,c_FR_w4,c_FR_w5,c_FR_w6,c_FR_w7,c_FR_w8,c_IT_w1,c_IT_w2,c_IT_w3,c_IT_w4,c_IT_w5,c_IT_w6,c_IT_w7,c_IT_w8,i_GB_w1,i_GB_w2,i_GB_w3,i_GB_w4,i_GB_w5,i_GB_w6,i_GB_w7,i_GB_w8,c_GB_w1,c_GB_w2,c_GB_w3,c_GB_w4,c_GB_w5,c_GB_w6,c_GB_w7,c_GB_w8,f1_GB_w,f3_GB_w
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,76.0,38.0,60.0,130.0,133.0,143.0,0.0,0.0,30.0,0.0,67.0,582.0,273.0,657.0,,,,,,,,,,,,,,,,,80.29,155.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,586.0,265.0,638.0,13.0,62.0,10.0,4.0,25.0,218.0,126.0,257.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,39.0,58.0,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,76.0,38.0,60.0,130.0,133.0,149.0,0.0,0.0,30.0,0.0,67.0,592.0,281.0,657.0,,,,,,,,,,,,,,,,,78.04,121.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,596.0,272.0,638.0,13.0,62.0,10.0,4.0,25.0,218.0,126.0,263.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,39.0,58.0,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,60.0,130.0,133.0,158.0,0.0,0.0,30.0,0.0,67.0,599.0,289.0,664.0,,,,,,,,,,,,,,,,,40.99,123.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,603.0,280.0,645.0,14.0,62.0,13.0,4.0,25.0,218.0,128.0,271.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,39.0,58.0,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,60.0,130.0,139.0,166.0,0.0,0.0,30.0,0.0,67.0,599.0,300.0,673.0,,,,,,,,,,,,,,,,,-14.85,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,603.0,291.0,654.0,14.0,62.0,13.0,4.0,25.0,218.0,134.0,280.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,39.0,58.0,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,60.0,130.0,147.0,169.0,0.0,0.0,30.0,0.0,67.0,599.0,311.0,680.0,,,,,,,,,,,,,,,,,-129.81,124.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,603.0,302.0,661.0,14.0,62.0,13.0,4.0,25.0,218.0,142.0,286.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,58.0,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,60.0,134.0,152.0,175.0,0.0,0.0,30.0,0.0,67.0,606.0,320.0,685.0,,,,,,,,,,,,,,,,,-6.18,194.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,610.0,311.0,664.0,14.0,62.0,13.0,4.0,25.0,222.0,148.0,293.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,58.0,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,60.0,145.0,157.0,182.0,0.0,0.0,30.0,0.0,67.0,614.0,330.0,685.0,,,,,,,,,,,,,,,,,-1.9,174.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,618.0,321.0,664.0,14.0,62.0,13.0,4.0,25.0,233.0,154.0,304.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,58.0,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,232.0,79.0,38.0,63.0,145.0,162.0,189.0,0.0,0.0,30.0,0.0,67.0,614.0,338.0,691.0,,,,,,,,,,,,,,,,,-6.21,176.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,618.0,321.0,665.0,14.0,62.0,13.0,4.0,25.0,233.0,160.0,311.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,64.0,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,232.0,79.0,38.0,63.0,145.0,170.0,197.0,0.0,0.0,30.0,0.0,70.0,614.0,349.0,699.0,,,,,,,,,,,,,,,,,-129.99,164.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,618.0,321.0,673.0,14.0,62.0,13.0,4.0,25.0,233.0,168.0,320.0,0.0,10.0,0.0,0.0,0.0,3.0,3.0,8.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,64.0,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,80.0,38.0,63.0,154.0,177.0,204.0,0.0,0.0,30.0,0.0,70.0,624.0,358.0,704.0,,,,,,,,,,,,,,,,,-4.0,150.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,628.0,321.0,678.0,14.0,62.0,14.0,4.0,25.0,241.0,175.0,327.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,12.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,64.0,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,80.0,38.0,63.0,159.0,184.0,209.0,0.0,0.0,30.0,0.0,70.0,627.0,366.0,710.0,,,,,,,,,,,,,,,,,-3.04,92.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,631.0,323.0,684.0,14.0,62.0,14.0,4.0,25.0,244.0,182.0,333.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,45.0,64.0,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,83.0,38.0,63.0,159.0,192.0,209.0,0.0,0.0,30.0,0.0,70.0,628.0,376.0,716.0,,,,,,,,,,,,,,,,,-5.01,112.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,632.0,323.0,690.0,14.0,62.0,17.0,4.0,25.0,244.0,190.0,333.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,88.0,38.0,63.0,159.0,192.0,209.0,0.0,0.0,30.0,0.0,70.0,637.0,385.0,721.0,,,,,,,,,,,,,,,,,49.66,128.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,641.0,323.0,695.0,14.0,62.0,17.0,4.0,25.0,244.0,196.0,333.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,88.0,38.0,63.0,165.0,192.0,209.0,0.0,0.0,30.0,0.0,70.0,644.0,395.0,721.0,,,,,,,,,,,,,,,,,38.17,161.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,648.0,323.0,695.0,14.0,62.0,17.0,4.0,25.0,250.0,203.0,333.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,88.0,38.0,66.0,165.0,192.0,209.0,0.0,0.0,30.0,0.0,70.0,644.0,403.0,721.0,,,,,,,,,,,,,,,,,63.92,147.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,648.0,323.0,695.0,14.0,62.0,17.0,4.0,25.0,250.0,206.0,333.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,88.0,38.0,66.0,165.0,192.0,209.0,0.0,0.0,31.0,0.0,70.0,651.0,412.0,725.0,,,,,,,,,,,,,,,,,63.75,185.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,55.0,650.0,323.0,699.0,14.0,62.0,18.0,4.0,25.0,250.0,215.0,338.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,102.0,38.0,66.0,165.0,197.0,214.0,0.0,0.0,39.0,0.0,70.0,651.0,419.0,731.0,,,,,,,,,,,,,,,,,-0.74,149.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,55.0,650.0,323.0,705.0,14.0,62.0,32.0,4.0,25.0,250.0,222.0,345.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,240.0,102.0,38.0,66.0,171.0,204.0,220.0,0.0,0.0,39.0,0.0,70.0,655.0,429.0,740.0,,,,,,,,,,,,,,,,,-114.53,163.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,55.0,650.0,328.0,714.0,14.0,62.0,32.0,4.0,25.0,255.0,230.0,351.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,55.0,15.0,21.0,38.0,86.0,53.0,64.0,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,241.0,102.0,38.0,66.0,174.0,213.0,220.0,0.0,0.0,39.0,0.0,70.0,659.0,440.0,742.0,,,,,,,,,,,,,,,,,-250.32,124.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,55.0,652.0,334.0,716.0,14.0,63.0,32.0,4.0,25.0,259.0,239.0,353.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,56.0,15.0,21.0,38.0,86.0,53.0,64.0,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,66.0,181.0,220.0,220.0,0.0,0.0,39.0,0.0,70.0,667.0,449.0,744.0,,,,,,,,,,,,,,,,,-35.0,172.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,55.0,659.0,334.0,716.0,17.0,68.0,32.0,4.0,25.0,267.0,245.0,355.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,88.0,53.0,64.0,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,66.0,190.0,226.0,220.0,0.0,0.0,39.0,0.0,70.0,676.0,456.0,752.0,,,,,,,,,,,,,,,,,-16.0,223.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,55.0,663.0,334.0,722.0,17.0,68.0,32.0,4.0,25.0,276.0,251.0,363.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,53.0,64.0,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,67.0,196.0,233.0,220.0,0.0,0.0,39.0,0.0,79.0,681.0,465.0,760.0,,,,,,,,,,,,,,,,,-31.82,158.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,668.0,334.0,730.0,17.0,68.0,32.0,4.0,27.0,280.0,258.0,368.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,53.0,64.0,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,67.0,204.0,239.0,220.0,0.0,0.0,39.0,0.0,79.0,692.0,475.0,768.0,,,,,,,,,,,,,,,,,-14.76,130.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,679.0,334.0,738.0,17.0,68.0,32.0,4.0,27.0,290.0,266.0,371.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,53.0,64.0,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,67.0,209.0,244.0,225.0,0.0,0.0,39.0,0.0,79.0,700.0,486.0,778.0,,,,,,,,,,,,,,,,,-3.15,154.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,687.0,335.0,748.0,17.0,68.0,32.0,4.0,27.0,290.0,274.0,378.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,53.0,64.0,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,244.0,102.0,38.0,67.0,214.0,252.0,229.0,0.0,0.0,39.0,0.0,79.0,702.0,496.0,786.0,,,,,,,,,,,,,,,,,-11.27,130.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,687.0,335.0,756.0,17.0,68.0,32.0,4.0,27.0,290.0,283.0,383.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,54.0,64.0,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,102.0,38.0,67.0,214.0,259.0,229.0,0.0,0.0,39.0,0.0,79.0,702.0,508.0,793.0,,,,,,,,,,,,,,,,,-15.0,130.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,687.0,342.0,763.0,17.0,73.0,32.0,4.0,27.0,290.0,292.0,383.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,54.0,64.0,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,102.0,38.0,67.0,220.0,259.0,229.0,0.0,0.0,39.0,0.0,79.0,708.0,518.0,800.0,,,,,,,,,,,,,,,,,5.0,229.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,693.0,342.0,769.0,17.0,73.0,32.0,4.0,27.0,296.0,292.0,389.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,63.0,15.0,21.0,38.0,93.0,54.0,64.0,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,102.0,38.0,72.0,228.0,262.0,229.0,0.0,0.0,39.0,0.0,79.0,716.0,528.0,808.0,,,,,,,,,,,,,,,,,0.01,192.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,701.0,342.0,775.0,17.0,73.0,32.0,4.0,29.0,304.0,292.0,397.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,63.0,16.0,21.0,38.0,93.0,54.0,64.0,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,105.0,42.0,79.0,232.0,267.0,229.0,0.0,0.0,39.0,0.0,80.0,718.0,537.0,816.0,,,,,,,,,,,,,,,,,-2.2,116.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,702.0,342.0,783.0,17.0,73.0,34.0,4.0,36.0,306.0,292.0,405.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,63.0,21.0,21.0,38.0,93.0,54.0,64.0,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,121.0,42.0,79.0,232.0,274.0,231.0,0.0,0.0,39.0,0.0,80.0,718.0,548.0,824.0,,,,,,,,,,,,,,,,,-15.4,127.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,702.0,343.0,791.0,17.0,73.0,44.0,4.0,36.0,306.0,298.0,413.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,63.0,21.0,21.0,38.0,93.0,54.0,64.0,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,250.0,126.0,42.0,79.0,232.0,277.0,238.0,0.0,0.0,39.0,0.0,80.0,718.0,558.0,832.0,,,,,,,,,,,,,,,,,0.0,139.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,702.0,343.0,799.0,17.0,73.0,49.0,4.0,36.0,306.0,303.0,421.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,13.0,,,,,,,,,0.0,76.0,21.0,21.0,38.0,93.0,54.0,64.0,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,256.0,129.0,42.0,79.0,232.0,284.0,246.0,0.0,0.0,39.0,0.0,80.0,718.0,569.0,841.0,,,,,,,,,,,,,,,,,-1.77,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,702.0,343.0,808.0,17.0,75.0,49.0,4.0,36.0,306.0,311.0,430.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,18.0,,,,,,,,,0.0,76.0,21.0,21.0,38.0,93.0,60.0,64.0,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,272.0,129.0,42.0,79.0,232.0,294.0,253.0,0.0,0.0,39.0,0.0,80.0,718.0,581.0,849.0,,,,,,,,,,,,,,,,,-5.05,107.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,702.0,349.0,816.0,17.0,91.0,49.0,4.0,36.0,306.0,324.0,437.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,38.0,93.0,72.0,64.0,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,272.0,129.0,48.0,82.0,235.0,300.0,258.0,0.0,0.0,39.0,0.0,80.0,723.0,590.0,857.0,,,,,,,,,,,,,,,,,-1.45,169.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,707.0,349.0,823.0,19.0,91.0,49.0,4.0,36.0,309.0,328.0,444.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,38.0,93.0,77.0,64.0,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,272.0,129.0,55.0,86.0,243.0,303.0,264.0,0.0,0.0,39.0,0.0,80.0,733.0,599.0,863.0,,,,,,,,,,,,,,,,,0.02,137.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,717.0,349.0,829.0,19.0,91.0,49.0,4.0,40.0,318.0,335.0,449.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,43.0,93.0,77.0,64.0,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,272.0,129.0,64.0,95.0,243.0,303.0,268.0,0.0,0.0,39.0,0.0,80.0,733.0,607.0,868.0,,,,,,,,,,,,,,,,,42.1,139.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,717.0,349.0,834.0,19.0,91.0,49.0,4.0,49.0,318.0,342.0,453.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,44.0,93.0,77.0,64.0,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,272.0,129.0,64.0,104.0,243.0,308.0,272.0,0.0,0.0,39.0,0.0,80.0,739.0,614.0,871.0,,,,,,,,,,,,,,,,,-1.99,92.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,719.0,349.0,837.0,19.0,91.0,49.0,4.0,58.0,324.0,349.0,456.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,46.0,93.0,83.0,64.0,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,272.0,133.0,64.0,104.0,243.0,314.0,277.0,0.0,0.0,39.0,0.0,80.0,739.0,620.0,877.0,,,,,,,,,,,,,,,,,-3.1,145.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,719.0,349.0,843.0,19.0,91.0,53.0,4.0,58.0,324.0,355.0,461.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,90.0,21.0,21.0,46.0,93.0,83.0,64.0,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,272.0,133.0,64.0,107.0,243.0,321.0,282.0,0.0,0.0,39.0,0.0,80.0,744.0,628.0,885.0,,,,,,,,,,,,,,,,,-13.17,192.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,724.0,349.0,851.0,19.0,91.0,53.0,4.0,58.0,329.0,362.0,468.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,86.0,64.0,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,279.0,133.0,64.0,107.0,243.0,330.0,282.0,0.0,0.0,39.0,0.0,80.0,755.0,637.0,885.0,,,,,,,,,,,,,,,,,-20.41,106.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,735.0,349.0,851.0,19.0,98.0,53.0,4.0,58.0,335.0,371.0,468.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,91.0,64.0,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,283.0,133.0,64.0,107.0,243.0,330.0,282.0,0.0,0.0,39.0,0.0,80.0,768.0,642.0,893.0,,,,,,,,,,,,,,,,,11.0,245.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,748.0,349.0,859.0,21.0,101.0,53.0,4.0,58.0,345.0,372.0,477.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,92.0,64.0,,
