doy,DE_2019_min,DE_2020_min,DE_2021_min,DE_2022_min,DE_2023_min,DE_2024_min,DE_2025_min,DE_2026_min,DE_2027_min,DE_2028_min,DE_2029_min,DE_2030_min,DE_2031_min,DE_2032_min,DE_2033_min,DE_2034_min,DE_2035_min,ES_2019_min,ES_2020_min,ES_2021_min,ES_2022_min,ES_2023_min,ES_2024_min,ES_2025_min,ES_2026_min,ES_2027_min,ES_2028_min,ES_2029_min,ES_2030_min,ES_2031_min,ES_2032_min,ES_2033_min,ES_2034_min,ES_2035_min,PT_2019_min,PT_2020_min,PT_2021_min,PT_2022_min,PT_2023_min,PT_2024_min,PT_2025_min,PT_2026_min,PT_2027_min,PT_2028_min,PT_2029_min,PT_2030_min,PT_2031_min,PT_2032_min,PT_2033_min,PT_2034_min,PT_2035_min,FR_2019_min,FR_2020_min,FR_2021_min,FR_2022_min,FR_2023_min,FR_2024_min,FR_2025_min,FR_2026_min,FR_2027_min,FR_2028_min,FR_2029_min,FR_2030_min,FR_2031_min,FR_2032_min,FR_2033_min,FR_2034_min,FR_2035_min,IT_2019_min,IT_2020_min,IT_2021_min,IT_2022_min,IT_2023_min,IT_2024_min,IT_2025_min,IT_2026_min,IT_2027_min,IT_2028_min,IT_2029_min,IT_2030_min,IT_2031_min,IT_2032_min,IT_2033_min,IT_2034_min,IT_2035_min,DE_2019_max,DE_2020_max,DE_2021_max,DE_2022_max,DE_2023_max,DE_2024_max,DE_2025_max,DE_2026_max,DE_2027_max,DE_2028_max,DE_2029_max,DE_2030_max,DE_2031_max,DE_2032_max,DE_2033_max,DE_2034_max,DE_2035_max,ES_2019_max,ES_2020_max,ES_2021_max,ES_2022_max,ES_2023_max,ES_2024_max,ES_2025_max,ES_2026_max,ES_2027_max,ES_2028_max,ES_2029_max,ES_2030_max,ES_2031_max,ES_2032_max,ES_2033_max,ES_2034_max,ES_2035_max,PT_2019_max,PT_2020_max,PT_2021_max,PT_2022_max,PT_2023_max,PT_2024_max,PT_2025_max,PT_2026_max,PT_2027_max,PT_2028_max,PT_2029_max,PT_2030_max,PT_2031_max,PT_2032_max,PT_2033_max,PT_2034_max,PT_2035_max,FR_2019_max,FR_2020_max,FR_2021_max,FR_2022_max,FR_2023_max,FR_2024_max,FR_2025_max,FR_2026_max,FR_2027_max,FR_2028_max,FR_2029_max,FR_2030_max,FR_2031_max,FR_2032_max,FR_2033_max,FR_2034_max,FR_2035_max,IT_2019_max,IT_2020_max,IT_2021_max,IT_2022_max,IT_2023_max,IT_2024_max,IT_2025_max,IT_2026_max,IT_2027_max,IT_2028_max,IT_2029_max,IT_2030_max,IT_2031_max,IT_2032_max,IT_2033_max,IT_2034_max,IT_2035_max,DE_2019_mean,DE_2020_mean,DE_2021_mean,DE_2022_mean,DE_2023_mean,DE_2024_mean,DE_2025_mean,DE_2026_mean,DE_2027_mean,DE_2028_mean,DE_2029_mean,DE_2030_mean,DE_2031_mean,DE_2032_mean,DE_2033_mean,DE_2034_mean,DE_2035_mean,ES_2019_mean,ES_2020_mean,ES_2021_mean,ES_2022_mean,ES_2023_mean,ES_2024_mean,ES_2025_mean,ES_2026_mean,ES_2027_mean,ES_2028_mean,ES_2029_mean,ES_2030_mean,ES_2031_mean,ES_2032_mean,ES_2033_mean,ES_2034_mean,ES_2035_mean,PT_2019_mean,PT_2020_mean,PT_2021_mean,PT_2022_mean,PT_2023_mean,PT_2024_mean,PT_2025_mean,PT_2026_mean,PT_2027_mean,PT_2028_mean,PT_2029_mean,PT_2030_mean,PT_2031_mean,PT_2032_mean,PT_2033_mean,PT_2034_mean,PT_2035_mean,FR_2019_mean,FR_2020_mean,FR_2021_mean,FR_2022_mean,FR_2023_mean,FR_2024_mean,FR_2025_mean,FR_2026_mean,FR_2027_mean,FR_2028_mean,FR_2029_mean,FR_2030_mean,FR_2031_mean,FR_2032_mean,FR_2033_mean,FR_2034_mean,FR_2035_mean,IT_2019_mean,IT_2020_mean,IT_2021_mean,IT_2022_mean,IT_2023_mean,IT_2024_mean,IT_2025_mean,IT_2026_mean,IT_2027_mean,IT_2028_mean,IT_2029_mean,IT_2030_mean,IT_2031_mean,IT_2032_mean,IT_2033_mean,IT_2034_mean,IT_2035_mean
312,31.82,28.7,57.94,62.99,61.98,99.57,93.97,,,,,,,,,,,28.8,29.0,139.36,72.25,66.76,90.0,-0.26,,,,,,,,,,,28.8,29.0,139.36,72.25,66.76,90.0,3.53,,,,,,,,,,,31.82,29.0,139.36,72.25,66.76,83.77,35.71,,,,,,,,,,,31.82,32.86,155.07,135.1,109.62,100.41,98.39,,,,,,,,,,,66.47,52.11,299.9,142.1,127.09,408.26,136.53,,,,,,,,,,,49.39,44.35,203.71,158.9,127.43,151.49,88.84,,,,,,,,,,,49.39,44.35,203.71,158.9,127.43,151.49,88.84,,,,,,,,,,,66.47,48.84,299.9,159.69,127.43,151.49,88.84,,,,,,,,,,,69.8,51.44,299.9,209.99,165.53,167.84,132.43,,,,,,,,,,,47.53,36.26,181.48,95.02,89.78,159.21,106.46,,,,,,,,,,,37.83,33.69,166.84,113.87,90.77,111.7,41.18,,,,,,,,,,,37.83,33.69,166.84,113.87,89.63,111.7,44.96,,,,,,,,,,,48.62,35.24,209.41,114.45,91.89,109.46,56.11,,,,,,,,,,,50.08,39.94,217.76,164.55,133.19,126.7,109.89,,,,,,,,,,
313,36.13,31.21,93.74,64.97,64.1,97.45,88.62,,,,,,,,,,,34.31,26.84,145.36,97.27,30.0,98.78,0.65,,,,,,,,,,,34.31,26.84,145.36,97.27,30.0,98.78,0.65,,,,,,,,,,,36.13,26.84,145.36,97.27,64.32,88.16,15.3,,,,,,,,,,,36.2,35.84,160.57,151.2,116.4,98.77,93.06,,,,,,,,,,,51.0,48.62,223.88,199.96,131.8,132.91,126.1,,,,,,,,,,,45.53,46.0,220.01,190.0,112.22,134.28,115.12,,,,,,,,,,,45.53,46.0,220.01,190.0,112.22,134.28,115.12,,,,,,,,,,,51.0,47.96,255.0,205.29,132.31,133.58,102.72,,,,,,,,,,,57.2,50.97,259.24,276.7,163.69,149.82,131.8,,,,,,,,,,,41.48,36.52,160.67,128.39,96.89,113.62,98.7,,,,,,,,,,,40.57,34.6,179.87,133.01,70.7,118.0,58.79,,,,,,,,,,,40.57,34.6,179.87,133.01,70.7,118.0,58.87,,,,,,,,,,,41.48,34.89,191.64,139.4,97.8,112.33,59.34,,,,,,,,,,,43.16,41.63,211.34,211.84,135.74,118.8,107.14,,,,,,,,,,
314,33.86,31.0,94.86,70.25,48.36,96.68,83.19,,,,,,,,,,,29.0,32.97,168.03,105.63,19.08,90.2,31.0,,,,,,,,,,,29.0,32.97,168.03,105.63,19.08,90.2,31.0,,,,,,,,,,,33.86,31.0,168.03,105.63,48.36,96.68,25.36,,,,,,,,,,,33.86,31.0,168.03,204.34,90.67,102.4,92.05,,,,,,,,,,,53.09,71.92,295.0,199.12,136.1,147.8,157.88,,,,,,,,,,,52.51,60.55,230.01,199.39,106.43,134.86,143.68,,,,,,,,,,,52.51,60.55,230.01,199.39,106.43,134.86,143.68,,,,,,,,,,,53.09,61.61,302.8,213.53,135.1,134.86,86.73,,,,,,,,,,,55.92,69.51,302.8,355.89,165.95,150.0,145.0,,,,,,,,,,,40.89,44.93,179.36,135.4,95.02,114.47,109.65,,,,,,,,,,,37.58,46.26,198.49,135.61,52.47,110.01,81.77,,,,,,,,,,,37.58,46.25,198.49,135.61,52.47,110.01,81.77,,,,,,,,,,,41.21,44.09,231.6,158.15,94.42,111.59,48.99,,,,,,,,,,,41.56,46.05,232.36,261.61,125.95,119.75,115.39,,,,,,,,,,
315,26.09,32.0,152.5,67.97,82.71,100.32,74.87,,,,,,,,,,,34.75,44.55,152.5,99.33,1.62,48.4,5.64,,,,,,,,,,,34.75,44.55,152.5,99.33,1.62,48.4,5.64,,,,,,,,,,,34.75,32.0,152.5,104.0,82.71,89.18,5.64,,,,,,,,,,,34.75,37.2,152.5,168.02,66.89,106.3,90.1,,,,,,,,,,,51.0,79.72,252.12,208.51,135.76,148.72,143.26,,,,,,,,,,,52.85,62.38,234.0,145.9,20.17,128.02,102.6,,,,,,,,,,,52.85,62.38,234.0,145.9,20.17,128.02,102.6,,,,,,,,,,,52.85,64.79,252.12,208.22,135.76,128.02,50.1,,,,,,,,,,,58.67,77.47,280.0,244.34,142.73,144.52,140.91,,,,,,,,,,,40.91,48.42,190.41,128.17,96.89,114.36,96.54,,,,,,,,,,,44.99,50.51,183.88,120.54,8.12,91.07,64.61,,,,,,,,,,,44.99,50.45,183.88,120.54,8.12,91.07,64.61,,,,,,,,,,,44.38,46.4,187.88,138.46,96.89,106.04,22.35,,,,,,,,,,,46.99,50.42,199.43,211.37,105.11,119.43,114.37,,,,,,,,,,
316,29.1,32.67,91.42,126.8,83.35,97.5,32.92,,,,,,,,,,,38.65,34.8,159.87,78.16,3.42,5.0,0.0,,,,,,,,,,,38.65,34.8,159.87,78.16,3.42,15.2,0.0,,,,,,,,,,,32.53,32.65,153.0,108.69,41.46,80.2,0.0,,,,,,,,,,,32.53,35.37,153.0,126.8,119.23,99.18,89.21,,,,,,,,,,,59.21,64.32,214.77,240.7,138.27,153.18,115.4,,,,,,,,,,,57.55,51.82,211.05,177.44,77.8,116.86,71.57,,,,,,,,,,,55.03,51.82,211.05,177.44,77.8,116.86,71.57,,,,,,,,,,,64.43,51.82,224.31,238.0,114.56,127.98,52.36,,,,,,,,,,,65.0,71.39,270.93,238.0,128.71,158.28,138.36,,,,,,,,,,,42.33,44.75,164.03,163.56,98.06,121.79,78.57,,,,,,,,,,,47.85,43.18,185.26,107.02,22.5,76.08,27.26,,,,,,,,,,,47.59,43.18,185.26,107.02,22.5,78.96,27.26,,,,,,,,,,,48.67,39.47,187.21,154.47,84.5,99.89,21.06,,,,,,,,,,,50.66,48.1,204.31,179.9,122.82,127.41,114.81,,,,,,,,,,
317,34.83,29.18,92.65,100.01,10.07,102.69,6.0,,,,,,,,,,,36.32,40.09,151.82,101.56,18.02,3.32,13.9,,,,,,,,,,,36.32,40.09,151.82,101.56,18.02,3.32,13.9,,,,,,,,,,,36.32,29.18,101.97,123.66,12.49,31.24,10.63,,,,,,,,,,,36.32,42.52,171.14,142.4,110.1,111.18,98.78,,,,,,,,,,,67.2,52.72,220.0,197.86,151.79,317.89,131.8,,,,,,,,,,,57.91,52.72,220.0,170.23,107.0,128.86,53.96,,,,,,,,,,,56.59,52.72,220.0,170.23,104.57,128.86,53.96,,,,,,,,,,,80.64,52.72,220.0,198.31,107.0,150.04,53.96,,,,,,,,,,,80.16,79.99,232.18,230.9,150.32,175.05,156.92,,,,,,,,,,,47.23,40.99,160.47,142.02,91.51,166.41,72.58,,,,,,,,,,,48.05,45.24,180.26,131.96,52.36,65.17,31.69,,,,,,,,,,,47.44,45.24,180.26,131.96,48.73,66.2,31.69,,,,,,,,,,,56.35,40.92,169.88,147.8,72.9,103.36,31.39,,,,,,,,,,,54.76,57.76,188.51,170.87,126.4,139.67,124.02,,,,,,,,,,
318,29.65,29.38,117.2,93.88,-0.08,101.7,77.38,,,,,,,,,,,35.37,37.02,145.0,107.57,38.33,82.99,5.32,,,,,,,,,,,35.37,37.02,145.0,107.57,38.33,82.99,5.32,,,,,,,,,,,35.37,29.38,145.0,115.99,1.3,91.82,5.32,,,,,,,,,,,40.36,37.2,156.97,139.33,103.75,108.9,101.29,,,,,,,,,,,58.5,50.05,206.21,254.18,119.81,227.43,138.35,,,,,,,,,,,58.91,50.05,206.21,172.77,118.22,133.61,57.97,,,,,,,,,,,57.56,50.05,206.21,172.77,118.22,133.61,57.97,,,,,,,,,,,78.32,50.05,206.21,256.25,118.14,179.09,57.7,,,,,,,,,,,78.88,74.62,221.05,300.0,153.03,186.54,132.74,,,,,,,,,,,44.99,40.88,168.51,162.3,68.47,149.45,105.86,,,,,,,,,,,45.67,44.36,171.68,138.17,68.74,105.21,29.54,,,,,,,,,,,45.53,44.36,171.68,138.17,68.74,105.21,29.54,,,,,,,,,,,53.36,41.31,171.27,194.65,68.49,123.53,26.15,,,,,,,,,,,55.16,51.45,178.34,215.54,125.66,138.05,115.52,,,,,,,,,,
319,25.16,4.04,149.64,79.17,70.69,91.41,68.16,,,,,,,,,,,37.57,30.25,145.64,87.0,74.0,89.53,16.5,,,,,,,,,,,37.57,30.25,145.64,87.0,74.0,89.53,16.5,,,,,,,,,,,37.57,4.04,149.64,113.41,70.69,92.85,16.5,,,,,,,,,,,37.57,39.86,153.71,179.68,84.45,111.69,96.33,,,,,,,,,,,51.12,44.57,300.01,224.08,129.9,155.91,121.8,,,,,,,,,,,60.46,44.56,235.0,154.8,129.9,151.63,65.05,,,,,,,,,,,60.11,44.56,235.0,154.8,129.9,151.63,65.05,,,,,,,,,,,74.45,44.56,300.01,231.63,129.9,160.04,65.05,,,,,,,,,,,70.76,62.62,300.01,340.0,159.79,161.68,135.0,,,,,,,,,,,38.2,35.11,228.65,174.91,102.59,122.38,91.39,,,,,,,,,,,48.42,37.83,181.27,108.84,94.9,119.51,31.98,,,,,,,,,,,48.39,37.83,181.58,108.84,94.9,119.51,31.98,,,,,,,,,,,57.39,34.74,228.76,183.0,94.13,125.47,31.79,,,,,,,,,,,55.13,48.13,228.72,253.64,121.11,133.6,111.2,,,,,,,,,,
320,29.06,-0.57,157.83,47.95,74.06,98.1,85.67,,,,,,,,,,,38.56,8.0,160.25,49.97,79.9,104.05,0.0,,,,,,,,,,,38.56,8.0,160.25,49.97,79.9,104.05,0.0,,,,,,,,,,,37.19,0.13,160.25,86.02,79.9,104.05,12.49,,,,,,,,,,,37.19,27.77,160.25,154.04,103.91,108.26,91.71,,,,,,,,,,,43.13,21.49,301.0,241.41,182.39,157.77,129.37,,,,,,,,,,,54.54,43.02,250.0,126.53,125.28,147.22,96.13,,,,,,,,,,,54.54,43.02,250.0,126.53,125.28,147.22,96.13,,,,,,,,,,,57.8,29.51,301.0,261.15,129.99,160.85,81.01,,,,,,,,,,,57.8,55.36,301.0,318.01,181.83,165.0,134.91,,,,,,,,,,,37.77,7.11,237.95,142.46,118.49,123.82,101.21,,,,,,,,,,,45.62,24.58,194.7,102.29,102.71,124.26,35.9,,,,,,,,,,,45.62,25.01,194.7,102.29,102.56,124.26,35.9,,,,,,,,,,,46.31,13.26,237.44,174.59,106.12,123.92,37.26,,,,,,,,,,,46.85,44.51,238.07,261.36,137.1,134.66,110.61,,,,,,,,,,
321,24.76,-5.29,86.22,5.88,92.76,65.67,71.32,,,,,,,,,,,36.3,31.3,163.22,10.0,92.79,91.98,37.62,,,,,,,,,,,36.3,31.3,163.22,10.0,92.79,91.98,37.62,,,,,,,,,,,36.3,-4.23,163.22,37.06,92.79,90.25,11.84,,,,,,,,,,,32.23,29.88,185.0,186.9,92.79,103.41,75.92,,,,,,,,,,,45.44,50.99,238.8,194.93,149.6,118.93,126.99,,,,,,,,,,,55.15,51.9,249.9,138.0,150.33,139.0,136.42,,,,,,,,,,,55.15,51.9,249.9,138.0,150.33,139.0,136.42,,,,,,,,,,,55.15,51.9,256.23,285.1,150.33,134.0,112.82,,,,,,,,,,,56.61,70.43,299.33,301.0,167.92,167.46,124.35,,,,,,,,,,,36.64,29.85,176.69,102.61,121.53,93.45,94.57,,,,,,,,,,,43.26,42.64,195.98,81.54,118.19,113.2,79.27,,,,,,,,,,,43.26,42.64,195.98,81.54,118.19,113.2,79.27,,,,,,,,,,,43.17,32.38,215.39,163.96,121.26,106.56,65.07,,,,,,,,,,,42.5,52.27,245.85,256.27,125.73,133.16,107.6,,,,,,,,,,
322,26.31,25.27,71.81,115.82,19.13,34.81,77.72,,,,,,,,,,,35.68,35.89,177.63,63.87,66.05,87.79,9.06,,,,,,,,,,,35.68,35.89,177.63,63.87,66.05,87.79,13.95,,,,,,,,,,,35.68,25.53,177.63,121.08,19.64,50.05,60.34,,,,,,,,,,,35.68,33.5,197.83,176.66,103.25,103.11,97.85,,,,,,,,,,,55.0,50.0,243.1,228.56,107.34,102.84,151.66,,,,,,,,,,,63.05,50.0,276.63,237.0,111.16,154.43,134.42,,,,,,,,,,,63.05,50.0,263.12,128.81,111.16,154.43,134.42,,,,,,,,,,,85.0,50.0,285.0,325.54,108.67,135.43,131.68,,,,,,,,,,,85.0,57.94,290.1,339.13,162.85,159.24,139.32,,,,,,,,,,,41.49,38.92,138.72,172.34,87.59,62.87,102.07,,,,,,,,,,,50.36,44.37,226.88,113.64,87.69,114.22,80.76,,,,,,,,,,,50.36,44.37,225.06,107.57,87.69,114.22,81.06,,,,,,,,,,,56.6,40.16,238.23,238.54,81.7,90.11,88.1,,,,,,,,,,,56.75,46.31,247.41,249.2,128.6,123.49,116.69,,,,,,,,,,
323,24.29,0.49,64.55,138.98,0.07,42.39,83.18,,,,,,,,,,,43.73,30.25,198.0,22.0,20.78,117.27,66.99,,,,,,,,,,,43.73,30.25,198.0,22.0,20.78,117.27,66.99,,,,,,,,,,,43.73,21.13,198.0,144.06,0.07,61.78,57.41,,,,,,,,,,,43.64,30.0,198.0,164.03,109.66,103.45,100.54,,,,,,,,,,,80.1,48.39,193.7,287.29,104.55,161.82,136.67,,,,,,,,,,,65.64,52.55,266.08,123.0,114.18,168.2,129.25,,,,,,,,,,,65.64,52.55,266.08,123.0,114.18,168.2,129.25,,,,,,,,,,,99.1,48.39,294.33,287.29,104.68,168.2,119.92,,,,,,,,,,,79.96,71.0,292.33,287.29,128.47,174.62,142.84,,,,,,,,,,,46.95,35.12,133.1,200.96,40.24,106.32,102.67,,,,,,,,,,,57.72,42.67,228.12,68.64,71.71,136.6,98.67,,,,,,,,,,,57.72,42.6,227.76,68.64,71.71,136.6,98.67,,,,,,,,,,,64.43,38.63,244.14,212.17,38.8,113.19,87.72,,,,,,,,,,,61.09,48.42,243.95,221.25,122.35,137.58,120.57,,,,,,,,,,
324,38.61,0.01,72.61,139.35,59.91,89.84,86.8,,,,,,,,,,,45.27,32.02,188.0,63.4,44.13,96.63,34.88,,,,,,,,,,,45.27,32.02,188.0,63.4,44.13,96.63,34.88,,,,,,,,,,,42.4,3.9,188.0,141.21,46.74,2.79,72.42,,,,,,,,,,,42.4,35.48,194.78,144.72,119.25,111.11,105.52,,,,,,,,,,,71.05,43.42,199.97,273.0,147.0,157.57,175.83,,,,,,,,,,,64.92,48.11,269.66,157.96,125.71,147.48,125.1,,,,,,,,,,,64.92,48.11,269.66,157.96,123.01,147.48,125.1,,,,,,,,,,,79.26,49.93,298.4,273.0,139.98,135.93,157.0,,,,,,,,,,,75.69,59.57,297.22,273.0,164.8,171.36,156.33,,,,,,,,,,,53.25,27.61,108.78,207.72,107.52,123.7,126.44,,,,,,,,,,,57.47,38.91,221.25,96.74,92.19,131.94,84.11,,,,,,,,,,,57.47,38.91,221.25,96.74,91.82,131.94,84.09,,,,,,,,,,,58.99,34.31,232.8,208.46,100.87,88.71,102.08,,,,,,,,,,,57.82,47.14,230.79,209.2,134.19,140.9,128.18,,,,,,,,,,
325,35.3,32.47,77.4,113.67,91.17,81.52,90.18,,,,,,,,,,,41.0,31.64,207.79,48.9,10.0,29.12,0.25,,,,,,,,,,,41.0,31.64,207.79,48.9,10.0,29.12,0.31,,,,,,,,,,,41.0,32.76,196.84,122.28,90.94,76.15,78.0,,,,,,,,,,,41.27,33.6,196.84,143.87,106.8,105.89,104.35,,,,,,,,,,,63.38,58.68,247.76,335.39,146.97,142.87,251.87,,,,,,,,,,,65.35,49.37,257.63,101.84,76.3,143.18,147.43,,,,,,,,,,,65.35,49.37,257.63,101.84,76.3,143.18,147.43,,,,,,,,,,,70.32,58.68,257.63,324.05,142.08,143.18,194.09,,,,,,,,,,,70.24,64.25,257.63,326.73,147.32,154.93,182.67,,,,,,,,,,,49.95,43.38,149.14,252.75,123.1,114.77,146.51,,,,,,,,,,,55.54,41.26,227.92,78.6,40.56,95.45,60.82,,,,,,,,,,,55.54,41.13,227.92,78.6,40.56,95.45,64.22,,,,,,,,,,,56.27,44.35,223.64,244.2,118.56,112.1,113.13,,,,,,,,,,,56.02,49.65,221.63,252.3,128.52,130.94,134.75,,,,,,,,,,
326,32.31,10.04,137.67,82.15,64.97,84.15,75.37,,,,,,,,,,,35.47,30.4,194.51,47.2,7.41,14.0,0.53,,,,,,,,,,,35.47,30.4,194.51,47.2,7.41,29.8,0.53,,,,,,,,,,,35.47,30.4,169.85,82.3,64.97,84.15,68.29,,,,,,,,,,,41.44,30.4,175.11,144.02,107.8,106.41,100.03,,,,,,,,,,,52.79,41.01,318.87,294.9,151.64,182.26,114.46,,,,,,,,,,,54.0,50.98,264.7,108.0,68.1,125.01,102.83,,,,,,,,,,,54.0,50.98,264.7,108.0,68.1,125.01,102.83,,,,,,,,,,,54.44,50.98,318.87,294.9,136.17,139.02,102.83,,,,,,,,,,,69.79,53.01,318.87,294.07,169.0,170.0,144.65,,,,,,,,,,,43.46,29.24,232.86,205.51,108.31,124.24,90.38,,,,,,,,,,,45.68,40.53,235.92,74.24,29.7,77.65,58.39,,,,,,,,,,,45.66,40.53,235.92,74.24,29.7,78.45,58.39,,,,,,,,,,,46.98,38.27,252.6,212.1,108.23,113.94,85.78,,,,,,,,,,,52.01,40.98,259.29,226.94,134.97,134.74,116.43,,,,,,,,,,
327,13.15,4.44,142.37,119.94,1.48,77.0,60.88,,,,,,,,,,,25.16,33.3,190.83,4.11,23.96,77.13,0.0,,,,,,,,,,,25.16,33.3,190.83,4.11,23.96,77.13,0.0,,,,,,,,,,,25.16,28.4,190.83,124.45,23.96,77.13,59.0,,,,,,,,,,,32.09,29.75,190.83,114.46,104.9,106.49,93.52,,,,,,,,,,,40.43,48.12,348.21,268.55,119.87,144.08,83.8,,,,,,,,,,,52.9,51.8,277.77,160.0,125.76,161.26,79.15,,,,,,,,,,,52.9,51.8,277.77,160.0,125.76,161.26,79.15,,,,,,,,,,,52.9,50.75,348.21,268.55,129.38,141.31,88.99,,,,,,,,,,,54.33,55.69,348.21,309.74,167.3,170.0,131.52,,,,,,,,,,,29.78,30.93,242.77,177.51,59.0,109.8,71.05,,,,,,,,,,,37.08,42.16,226.2,93.58,52.72,121.35,37.97,,,,,,,,,,,37.08,42.16,226.2,93.58,52.72,121.35,37.97,,,,,,,,,,,40.97,38.08,270.23,185.52,80.83,111.15,69.3,,,,,,,,,,,44.81,40.86,270.22,240.48,132.94,136.85,109.26,,,,,,,,,,
328,7.57,31.57,171.62,117.73,0.1,1.01,70.06,,,,,,,,,,,30.0,40.07,194.01,110.97,30.0,13.81,3.52,,,,,,,,,,,30.0,40.07,194.01,110.97,30.0,13.81,3.52,,,,,,,,,,,30.0,33.02,189.59,112.02,1.63,13.81,35.45,,,,,,,,,,,30.0,34.0,189.59,246.53,115.76,118.09,93.58,,,,,,,,,,,51.77,60.49,385.0,322.72,112.68,104.55,263.48,,,,,,,,,,,51.8,62.03,265.0,195.76,105.59,114.28,82.07,,,,,,,,,,,51.8,60.49,265.0,195.76,105.59,114.28,82.07,,,,,,,,,,,51.8,62.03,419.62,323.4,116.97,99.25,106.41,,,,,,,,,,,51.8,74.28,385.0,370.0,170.0,168.79,167.67,,,,,,,,,,,34.51,43.6,274.3,239.36,67.06,72.73,133.55,,,,,,,,,,,40.83,50.41,225.59,138.02,67.72,73.28,42.41,,,,,,,,,,,40.83,49.61,225.59,138.02,67.72,73.28,42.41,,,,,,,,,,,41.04,48.58,296.32,239.0,75.94,66.27,77.42,,,,,,,,,,,42.02,54.89,289.77,301.61,132.66,137.88,132.7,,,,,,,,,,
329,35.38,32.62,129.55,151.82,69.99,-1.25,92.86,,,,,,,,,,,35.38,36.28,201.28,106.23,62.6,3.32,0.66,,,,,,,,,,,35.38,36.28,201.28,106.23,62.6,3.32,0.66,,,,,,,,,,,35.38,36.28,208.88,151.82,69.99,3.32,16.7,,,,,,,,,,,35.38,40.38,208.88,239.3,90.56,110.07,98.74,,,,,,,,,,,63.45,55.92,352.11,349.9,127.2,16.18,373.31,,,,,,,,,,,58.07,55.3,256.94,182.61,130.26,41.54,102.11,,,,,,,,,,,55.8,54.4,256.94,182.61,130.26,41.54,102.11,,,,,,,,,,,63.45,55.92,375.0,349.9,130.26,41.54,104.14,,,,,,,,,,,67.03,74.39,350.06,354.1,170.0,170.0,203.69,,,,,,,,,,,51.16,42.15,241.49,258.99,95.97,3.87,220.18,,,,,,,,,,,47.16,46.35,228.94,140.95,89.26,10.56,49.63,,,,,,,,,,,46.99,46.31,228.94,140.95,89.26,10.56,49.64,,,,,,,,,,,51.28,46.47,303.21,262.07,97.39,10.51,71.0,,,,,,,,,,,52.04,55.22,292.33,295.0,121.95,131.96,140.0,,,,,,,,,,
330,35.91,33.26,109.11,144.88,97.2,-1.86,88.32,,,,,,,,,,,35.91,33.5,194.34,102.65,99.0,3.32,3.56,,,,,,,,,,,35.91,33.5,194.34,102.65,99.0,3.33,19.55,,,,,,,,,,,35.91,33.26,220.28,144.88,99.0,3.32,61.99,,,,,,,,,,,35.91,36.5,206.9,173.69,123.47,116.63,100.7,,,,,,,,,,,54.79,61.54,288.99,315.92,149.67,128.0,294.61,,,,,,,,,,,54.79,59.02,251.32,175.01,156.68,159.82,142.01,,,,,,,,,,,50.56,59.02,251.32,175.01,156.68,159.82,142.01,,,,,,,,,,,54.79,61.54,346.37,315.92,156.68,134.14,180.0,,,,,,,,,,,74.28,75.61,319.76,315.92,164.0,178.6,195.41,,,,,,,,,,,47.24,46.95,187.32,236.34,115.86,58.8,161.4,,,,,,,,,,,44.69,47.6,226.9,130.26,117.03,87.09,69.66,,,,,,,,,,,44.07,47.54,226.9,130.26,117.03,87.37,74.12,,,,,,,,,,,47.25,47.72,273.93,237.35,117.28,70.13,96.77,,,,,,,,,,,52.12,55.42,256.15,257.28,135.36,143.57,147.52,,,,,,,,,,
331,25.24,36.51,151.4,99.4,77.74,70.55,60.84,,,,,,,,,,,30.23,36.57,171.77,92.0,77.74,130.38,45.3,,,,,,,,,,,30.23,36.57,171.77,92.0,77.74,130.38,45.3,,,,,,,,,,,30.23,36.57,173.86,99.4,77.74,73.04,62.1,,,,,,,,,,,30.23,38.46,184.1,96.08,114.9,122.17,104.46,,,,,,,,,,,50.68,110.13,270.8,181.88,144.99,160.91,123.1,,,,,,,,,,,50.53,55.96,243.63,156.27,144.99,162.07,155.93,,,,,,,,,,,50.18,55.96,243.63,156.27,144.99,162.07,155.93,,,,,,,,,,,50.68,79.81,277.33,250.53,144.99,162.07,107.71,,,,,,,,,,,63.82,81.64,277.33,288.2,163.68,185.0,151.51,,,,,,,,,,,39.04,56.9,205.56,146.0,113.61,113.38,89.97,,,,,,,,,,,41.88,48.3,203.8,115.35,106.94,143.28,86.13,,,,,,,,,,,41.8,48.3,203.8,115.35,106.94,143.28,86.13,,,,,,,,,,,42.12,54.82,219.54,177.23,115.45,114.01,82.81,,,,,,,,,,,47.16,57.91,222.63,214.88,136.5,150.42,120.48,,,,,,,,,,
