country,year,pct_of_hours,price
DE,2021,25.0,112.032
DE,2021,26.0,109.873
DE,2021,27.0,107.175
DE,2021,28.0,105.025
DE,2021,29.0,103.09
DE,2021,30.0,100.823
DE,2021,31.0,99.431
DE,2021,32.0,97.611
DE,2021,33.0,95.955
DE,2021,34.0,94.9
DE,2021,35.0,93.264
DE,2021,36.0,91.675
DE,2021,37.0,90.012
DE,2021,38.0,88.663
DE,2021,39.0,87.13
DE,2021,40.0,85.918
DE,2021,41.0,84.808
DE,2021,42.0,83.61
DE,2021,43.0,82.199
DE,2021,44.0,81.07
DE,2021,45.0,80.094
DE,2021,46.0,79.369
DE,2021,47.0,78.343
DE,2021,48.0,77.597
DE,2021,49.0,76.491
DE,2021,50.0,75.48
DE,2021,51.0,74.589
DE,2021,52.0,73.5
DE,2021,53.0,72.079
DE,2021,54.0,70.961
DE,2021,55.0,69.976
DE,2021,56.0,68.88
DE,2021,57.0,67.867
DE,2021,58.0,66.75
DE,2021,59.0,65.858
DE,2021,60.0,64.996
DE,2021,61.0,64.13
DE,2021,62.0,63.09
DE,2021,63.0,62.2
DE,2021,64.0,61.28
DE,2021,65.0,60.46
DE,2021,66.0,59.98
DE,2021,67.0,59.16
DE,2021,68.0,58.34
DE,2021,69.0,57.6
DE,2021,70.0,56.867
DE,2021,71.0,55.95
DE,2021,72.0,55.25
DE,2021,73.0,54.56
DE,2021,74.0,53.8
DE,2021,75.0,53.008
DE,2021,76.0,52.132
DE,2021,77.0,51.2
DE,2021,78.0,50.56
DE,2021,79.0,49.878
DE,2021,80.0,49.02
DE,2021,81.0,48.214
DE,2021,82.0,47.406
DE,2021,83.0,46.47
DE,2021,84.0,45.72
DE,2021,85.0,44.91
DE,2021,86.0,43.893
DE,2021,87.0,42.913
DE,2021,88.0,41.9
DE,2021,89.0,40.495
DE,2021,90.0,39.539
DE,2021,91.0,37.866
DE,2021,92.0,36.022
DE,2021,93.0,33.301
DE,2021,94.0,28.887
DE,2021,95.0,22.819
DE,2021,96.0,16.1
DE,2021,97.0,7.203
DE,2021,98.0,0.09
DE,2021,99.0,-2.985
DE,2021,100.0,-69.0
DE,2022,0.0,871.0
DE,2022,1.0,664.939
DE,2022,2.0,590.702
DE,2022,3.0,559.893
DE,2022,4.0,530.0
DE,2022,5.0,509.981
DE,2022,6.0,493.903
DE,2022,7.0,478.126
DE,2022,8.0,461.78
DE,2022,9.0,450.657
DE,2022,10.0,439.441
DE,2022,11.0,428.823
DE,2022,12.0,418.38
DE,2022,13.0,407.446
DE,2022,14.0,399.725
DE,2022,15.0,390.0
DE,2022,16.0,379.9
DE,2022,17.0,371.916
DE,2022,18.0,362.699
DE,2022,19.0,352.998
DE,2022,20.0,346.15
DE,2022,21.0,338.005
DE,2022,22.0,332.044
DE,2022,23.0,324.854
DE,2022,24.0,317.107
DE,2022,25.0,310.08
DE,2022,26.0,304.047
DE,2022,27.0,299.306
DE,2022,28.0,294.454
DE,2022,29.0,288.643
DE,2022,30.0,282.41
DE,2022,31.0,277.119
DE,2022,32.0,272.472
DE,2022,33.0,267.855
DE,2022,34.0,263.536
DE,2022,35.0,259.199
DE,2022,36.0,254.91
DE,2022,37.0,250.0
DE,2022,38.0,245.863
DE,2022,39.0,241.529
DE,2022,40.0,238.11
DE,2022,41.0,233.559
DE,2022,42.0,229.977
DE,2022,43.0,227.069
DE,2022,44.0,224.152
DE,2022,45.0,220.694
DE,2022,46.0,218.349
DE,2022,47.0,215.281
DE,2022,48.0,212.857
DE,2022,49.0,210.272
DE,2022,50.0,208.34
DE,2022,51.0,205.646
DE,2022,52.0,202.71
DE,2022,53.0,200.0
DE,2022,54.0,197.964
DE,2022,55.0,195.766
DE,2022,56.0,193.497
DE,2022,57.0,190.895
DE,2022,58.0,189.198
DE,2022,59.0,185.976
DE,2022,60.0,184.034
DE,2022,61.0,181.57
DE,2022,62.0,179.343
DE,2022,63.0,176.09
DE,2022,64.0,172.815
DE,2022,65.0,169.94
DE,2022,66.0,167.341
DE,2022,67.0,164.09
DE,2022,68.0,161.366
DE,2022,69.0,157.419
DE,2022,70.0,153.307
DE,2022,71.0,149.782
DE,2022,72.0,145.641
DE,2022,73.0,141.037
DE,2022,74.0,138.037
DE,2022,75.0,134.198
DE,2022,76.0,130.136
DE,2022,77.0,126.251
DE,2022,78.0,122.139
DE,2022,79.0,119.51
DE,2022,80.0,115.92
DE,2022,81.0,112.342
DE,2022,82.0,108.88
DE,2022,83.0,104.042
DE,2022,84.0,100.222
DE,2022,85.0,97.487
DE,2022,86.0,93.82
DE,2022,87.0,89.877
DE,2022,88.0,86.733
DE,2022,89.0,82.768
DE,2022,90.0,78.882
DE,2022,91.0,74.549
DE,2022,92.0,70.05
DE,2022,93.0,63.85
DE,2022,94.0,52.27
DE,2022,95.0,40.079
DE,2022,96.0,27.254
DE,2022,97.0,15.225
DE,2022,98.0,7.173
DE,2022,99.0,0.07
DE,2022,100.0,-19.04
DE,2023,0.0,524.27
DE,2023,1.0,207.981
DE,2023,2.0,189.996
DE,2023,3.0,179.969
DE,2023,4.0,171.631
DE,2023,5.0,166.252
DE,2023,6.0,161.794
DE,2023,7.0,157.073
DE,2023,8.0,153.524
DE,2023,9.0,150.685
DE,2023,10.0,147.162
DE,2023,11.0,144.796
DE,2023,12.0,142.258
DE,2023,13.0,140.087
DE,2023,14.0,138.515
DE,2023,15.0,136.612
DE,2023,16.0,134.98
DE,2023,17.0,133.05
DE,2023,18.0,131.784
DE,2023,19.0,130.02
DE,2023,20.0,129.136
DE,2023,21.0,127.74
DE,2023,22.0,126.22
DE,2023,23.0,124.954
DE,2023,24.0,123.63
DE,2023,25.0,122.12
DE,2023,26.0,120.697
DE,2023,27.0,119.6
DE,2023,28.0,118.36
DE,2023,29.0,117.3
DE,2023,30.0,116.09
DE,2023,31.0,115.007
DE,2023,32.0,114.0
DE,2023,33.0,112.771
DE,2023,34.0,111.299
DE,2023,35.0,110.174
DE,2023,36.0,109.408
DE,2023,37.0,108.26
DE,2023,38.0,107.346
DE,2023,39.0,106.27
DE,2023,40.0,105.398
DE,2023,41.0,104.714
DE,2023,42.0,103.76
DE,2023,43.0,102.876
DE,2023,44.0,102.02
DE,2023,45.0,101.224
DE,2023,46.0,100.543
DE,2023,47.0,100.0
DE,2023,48.0,99.36
DE,2023,49.0,98.74
DE,2023,50.0,98.02
DE,2023,51.0,97.28
DE,2023,52.0,96.65
DE,2023,53.0,95.9
DE,2023,54.0,95.1
DE,2023,55.0,94.61
DE,2023,56.0,93.97
DE,2023,57.0,93.184
DE,2023,58.0,92.38
DE,2023,59.0,91.642
DE,2023,60.0,90.686
DE,2023,61.0,89.97
DE,2023,62.0,89.184
DE,2023,63.0,88.388
DE,2023,64.0,87.707
DE,2023,65.0,86.896
DE,2023,66.0,85.96
DE,2023,67.0,85.0
DE,2023,68.0,84.0
DE,2023,69.0,82.933
DE,2023,70.0,81.85
DE,2023,71.0,80.48
DE,2023,72.0,79.71
DE,2023,73.0,78.519
DE,2023,74.0,77.133
DE,2023,75.0,75.878
DE,2023,76.0,74.423
DE,2023,77.0,72.856
DE,2023,78.0,70.7
DE,2023,79.0,69.404
DE,2023,80.0,67.028
DE,2023,81.0,64.111
DE,2023,82.0,60.885
DE,2023,83.0,57.861
DE,2023,84.0,53.931
DE,2023,85.0,49.81
DE,2023,86.0,45.369
DE,2023,87.0,40.544
DE,2023,88.0,35.071
DE,2023,89.0,29.089
DE,2023,90.0,22.726
DE,2023,91.0,16.849
DE,2023,92.0,11.639
DE,2023,93.0,8.628
DE,2023,94.0,4.972
DE,2023,95.0,1.07
DE,2023,96.0,0.064
DE,2023,97.0,-0.04
DE,2023,98.0,-1.008
DE,2023,99.0,-5.224
DE,2023,100.0,-500.0
DE,2024,0.0,936.28
DE,2024,1.0,224.86
DE,2024,2.0,181.391
DE,2024,3.0,160.951
DE,2024,4.0,151.057
DE,2024,5.0,143.25
DE,2024,6.0,137.841
DE,2024,7.0,134.396
DE,2024,8.0,130.81
DE,2024,9.0,128.136
DE,2024,10.0,125.247
DE,2024,11.0,123.009
DE,2024,12.0,120.961
DE,2024,13.0,118.932
DE,2024,14.0,116.86
DE,2024,15.0,115.086
DE,2024,16.0,113.477
DE,2024,17.0,111.719
DE,2024,18.0,110.141
DE,2024,19.0,109.01
DE,2024,20.0,107.638
DE,2024,21.0,106.396
DE,2024,22.0,105.137
DE,2024,23.0,103.629
DE,2024,24.0,102.451
DE,2024,25.0,101.34
DE,2024,26.0,100.094
DE,2024,27.0,99.438
DE,2024,28.0,98.285
DE,2024,29.0,97.039
DE,2024,30.0,96.021
DE,2024,31.0,94.99
DE,2024,32.0,93.878
DE,2024,33.0,92.742
DE,2024,34.0,91.773
DE,2024,35.0,90.938
DE,2024,36.0,90.02
DE,2024,37.0,89.263
DE,2024,38.0,88.435
DE,2024,39.0,87.726
DE,2024,40.0,86.898
DE,2024,41.0,86.12
DE,2024,42.0,85.3
DE,2024,43.0,84.646
DE,2024,44.0,83.884
DE,2024,45.0,83.116
DE,2024,46.0,82.25
DE,2024,47.0,81.61
DE,2024,48.0,80.92
DE,2024,49.0,80.16
DE,2024,50.0,79.585
DE,2024,51.0,78.87
DE,2024,52.0,77.97
DE,2024,53.0,77.05
DE,2024,54.0,76.03
DE,2024,55.0,75.014
DE,2024,56.0,74.22
DE,2024,57.0,73.32
DE,2024,58.0,72.33
DE,2024,59.0,71.551
DE,2024,60.0,70.582
DE,2024,61.0,69.814
DE,2024,62.0,68.881
DE,2024,63.0,67.9
DE,2024,64.0,66.96
DE,2024,65.0,66.0
DE,2024,66.0,64.972
DE,2024,67.0,64.18
DE,2024,68.0,63.406
DE,2024,69.0,62.5
DE,2024,70.0,61.449
DE,2024,71.0,60.381
DE,2024,72.0,59.447
DE,2024,73.0,58.178
DE,2024,74.0,56.986
DE,2024,75.0,55.56
DE,2024,76.0,54.518
DE,2024,77.0,52.773
DE,2024,78.0,51.213
DE,2024,79.0,49.62
DE,2024,80.0,47.328
DE,2024,81.0,45.383
DE,2024,82.0,42.869
DE,2024,83.0,40.101
DE,2024,84.0,37.506
DE,2024,85.0,34.17
DE,2024,86.0,29.966
DE,2024,87.0,24.906
DE,2024,88.0,19.95
DE,2024,89.0,14.284
DE,2024,90.0,10.109
DE,2024,91.0,6.504
DE,2024,92.0,2.95
DE,2024,93.0,0.746
DE,2024,94.0,0.01
DE,2024,95.0,-0.01
DE,2024,96.0,-0.08
DE,2024,97.0,-1.045
DE,2024,98.0,-5.043
DE,2024,99.0,-19.952
DE,2024,100.0,-135.45
DE,2025,0.0,583.4
DE,2025,1.0,242.836
DE,2025,2.0,197.136
DE,2025,3.0,179.92
DE,2025,4.0,170.0
DE,2025,5.0,162.351
DE,2025,6.0,155.775
DE,2025,7.0,150.999
DE,2025,8.0,147.582
DE,2025,9.0,143.496
DE,2025,10.0,140.927
DE,2025,11.0,137.73
DE,2025,12.0,134.985
DE,2025,13.0,132.722
DE,2025,14.0,130.125
DE,2025,15.0,128.694
DE,2025,16.0,126.907
DE,2025,17.0,125.09
DE,2025,18.0,123.57
DE,2025,19.0,122.148
DE,2025,20.0,120.71
DE,2025,21.0,119.732
DE,2025,22.0,118.26
DE,2025,23.0,116.603
DE,2025,24.0,115.238
DE,2025,25.0,114.142
DE,2025,26.0,112.793
DE,2025,27.0,111.716
DE,2025,28.0,110.495
DE,2025,29.0,109.607
DE,2025,30.0,108.849
DE,2025,31.0,107.978
DE,2025,32.0,107.087
DE,2025,33.0,106.175
DE,2025,34.0,105.215
DE,2025,35.0,104.211
DE,2025,36.0,103.2
DE,2025,37.0,102.365
DE,2025,38.0,101.541
DE,2025,39.0,100.71
DE,2025,40.0,100.0
DE,2025,41.0,99.12
DE,2025,42.0,98.453
DE,2025,43.0,97.8
DE,2025,44.0,97.2
DE,2025,45.0,96.501
DE,2025,46.0,95.697
DE,2025,47.0,94.95
DE,2025,48.0,94.067
DE,2025,49.0,93.26
DE,2025,50.0,92.43
DE,2025,51.0,91.73
DE,2025,52.0,91.003
DE,2025,53.0,90.41
DE,2025,54.0,89.92
DE,2025,55.0,89.256
DE,2025,56.0,88.738
DE,2025,57.0,88.078
DE,2025,58.0,87.423
DE,2025,59.0,86.67
DE,2025,60.0,85.9
DE,2025,61.0,85.22
DE,2025,62.0,84.79
DE,2025,63.0,84.0
DE,2025,64.0,83.37
DE,2025,65.0,82.636
DE,2025,66.0,81.781
DE,2025,67.0,80.942
DE,2025,68.0,79.96
DE,2025,69.0,78.99
DE,2025,70.0,77.95
DE,2025,71.0,77.0
DE,2025,72.0,75.501
DE,2025,73.0,74.147
DE,2025,74.0,72.596
DE,2025,75.0,71.088
DE,2025,76.0,69.755
DE,2025,77.0,68.027
DE,2025,78.0,66.209
DE,2025,79.0,64.207
DE,2025,80.0,61.01
DE,2025,81.0,58.047
DE,2025,82.0,53.753
DE,2025,83.0,48.321
DE,2025,84.0,41.003
DE,2025,85.0,32.999
DE,2025,86.0,25.98
DE,2025,87.0,18.867
DE,2025,88.0,13.031
DE,2025,89.0,8.589
DE,2025,90.0,4.147
DE,2025,91.0,2.0
DE,2025,92.0,0.1
DE,2025,93.0,0.0
DE,2025,94.0,-0.01
DE,2025,95.0,-0.11
DE,2025,96.0,-1.01
DE,2025,97.0,-2.628
DE,2025,98.0,-6.0
DE,2025,99.0,-18.885
DE,2025,100.0,-250.32
DE,2026,0.0,665.82
DE,2026,1.0,241.444
DE,2026,2.0,203.079
DE,2026,3.0,186.407
DE,2026,4.0,177.982
DE,2026,5.0,171.29
DE,2026,6.0,166.035
DE,2026,7.0,161.909
DE,2026,8.0,158.713
DE,2026,9.0,154.873
DE,2026,10.0,152.387
DE,2026,11.0,150.29
DE,2026,12.0,147.963
DE,2026,13.0,145.633
DE,2026,14.0,144.186
DE,2026,15.0,142.565
DE,2026,16.0,140.694
DE,2026,17.0,139.111
DE,2026,18.0,138.007
DE,2026,19.0,136.983
DE,2026,20.0,135.854
DE,2026,21.0,134.811
DE,2026,22.0,133.594
DE,2026,23.0,131.912
DE,2026,24.0,130.895
DE,2026,25.0,129.851
DE,2026,26.0,128.773
DE,2026,27.0,127.57
DE,2026,28.0,126.723
DE,2026,29.0,125.814
DE,2026,30.0,125.052
DE,2026,31.0,123.883
DE,2026,32.0,122.727
DE,2026,33.0,121.601
DE,2026,34.0,120.635
DE,2026,35.0,119.58
DE,2026,36.0,118.62
DE,2026,37.0,117.646
DE,2026,38.0,116.455
DE,2026,39.0,115.645
DE,2026,40.0,114.807
DE,2026,41.0,113.9
DE,2026,42.0,113.092
DE,2026,43.0,111.973
DE,2026,44.0,111.122
DE,2026,45.0,110.198
DE,2026,46.0,109.309
DE,2026,47.0,108.725
DE,2026,48.0,107.767
DE,2026,49.0,106.982
DE,2026,50.0,105.692
DE,2026,51.0,104.829
DE,2026,52.0,104.106
DE,2026,53.0,103.085
DE,2026,54.0,102.233
DE,2026,55.0,101.499
DE,2026,56.0,100.896
DE,2026,57.0,100.173
DE,2026,58.0,99.596
DE,2026,59.0,98.76
DE,2026,60.0,97.87
DE,2026,61.0,96.989
DE,2026,62.0,96.102
DE,2026,63.0,95.158
DE,2026,64.0,94.209
DE,2026,65.0,93.224
DE,2026,66.0,92.098
DE,2026,67.0,90.89
DE,2026,68.0,89.585
DE,2026,69.0,88.443
DE,2026,70.0,87.101
DE,2026,71.0,85.592
DE,2026,72.0,84.204
DE,2026,73.0,82.44
DE,2026,74.0,80.992
DE,2026,75.0,78.946
DE,2026,76.0,75.889
DE,2026,77.0,73.722
DE,2026,78.0,70.812
DE,2026,79.0,67.699
DE,2026,80.0,65.387
DE,2026,81.0,62.205
DE,2026,82.0,56.307
DE,2026,83.0,51.16
DE,2026,84.0,45.467
DE,2026,85.0,40.668
DE,2026,86.0,33.102
DE,2026,87.0,23.51
DE,2026,88.0,17.583
DE,2026,89.0,9.926
DE,2026,90.0,5.49
DE,2026,91.0,2.217
DE,2026,92.0,0.401
DE,2026,93.0,-0.005
DE,2026,94.0,-0.028
DE,2026,95.0,-0.548
DE,2026,96.0,-1.763
DE,2026,97.0,-4.067
DE,2026,98.0,-12.604
DE,2026,99.0,-35.568
DE,2026,100.0,-499.0
ES,2019,0.0,74.74
ES,2019,1.0,69.744
ES,2019,2.0,68.376
ES,2019,3.0,67.209
ES,2019,4.0,66.03
ES,2019,5.0,64.211
ES,2019,6.0,63.055
ES,2019,7.0,61.567
ES,2019,8.0,60.49
ES,2019,9.0,59.834
ES,2019,10.0,59.211
ES,2019,11.0,58.795
ES,2019,12.0,58.468
ES,2019,13.0,58.0
ES,2019,14.0,57.655
ES,2019,15.0,57.202
ES,2019,16.0,56.89
ES,2019,17.0,56.51
ES,2019,18.0,56.164
ES,2019,19.0,56.0
ES,2019,20.0,55.622
ES,2019,21.0,55.44
ES,2019,22.0,55.13
ES,2019,23.0,55.0
ES,2019,24.0,54.818
ES,2019,25.0,54.522
ES,2019,26.0,54.3
ES,2019,27.0,54.01
ES,2019,28.0,53.7
ES,2019,29.0,53.489
ES,2019,30.0,53.1
ES,2019,31.0,52.99
ES,2019,32.0,52.66
ES,2019,33.0,52.39
ES,2019,34.0,52.1
ES,2019,35.0,51.94
ES,2019,36.0,51.69
ES,2019,37.0,51.49
ES,2019,38.0,51.24
ES,2019,39.0,51.05
ES,2019,40.0,50.95
ES,2019,41.0,50.69
ES,2019,42.0,50.5
ES,2019,43.0,50.33
ES,2019,44.0,50.12
ES,2019,45.0,50.0
ES,2019,46.0,49.94
ES,2019,47.0,49.623
ES,2019,48.0,49.39
ES,2019,49.0,49.07
ES,2019,50.0,48.95
ES,2019,51.0,48.63
ES,2019,52.0,48.426
ES,2019,53.0,48.11
ES,2019,54.0,48.0
ES,2019,55.0,47.57
ES,2019,56.0,47.4
ES,2019,57.0,47.09
ES,2019,58.0,46.96
ES,2019,59.0,46.694
ES,2019,60.0,46.36
ES,2019,61.0,46.07
ES,2019,62.0,45.944
ES,2019,63.0,45.68
ES,2019,64.0,45.385
ES,2019,65.0,45.07
ES,2019,66.0,44.98
ES,2019,67.0,44.625
ES,2019,68.0,44.299
ES,2019,69.0,44.0
ES,2019,70.0,43.73
ES,2019,71.0,43.4
ES,2019,72.0,43.0
ES,2019,73.0,42.68
ES,2019,74.0,42.41
ES,2019,75.0,42.01
ES,2019,76.0,41.762
ES,2019,77.0,41.321
ES,2019,78.0,41.0
ES,2019,79.0,40.604
ES,2019,80.0,40.1
ES,2019,81.0,39.872
ES,2019,82.0,39.5
ES,2019,83.0,39.02
ES,2019,84.0,38.56
ES,2019,85.0,38.01
ES,2019,86.0,37.5
ES,2019,87.0,36.7
ES,2019,88.0,36.03
ES,2019,89.0,35.545
ES,2019,90.0,35.0
ES,2019,91.0,34.206
ES,2019,92.0,33.024
ES,2019,93.0,32.034
ES,2019,94.0,30.795
ES,2019,95.0,30.0
ES,2019,96.0,28.239
ES,2019,97.0,25.991
ES,2019,98.0,19.992
ES,2019,99.0,6.23
ES,2019,100.0,0.03
ES,2020,0.0,68.9
ES,2020,1.0,57.172
ES,2020,2.0,54.887
ES,2020,3.0,53.54
ES,2020,4.0,52.847
ES,2020,5.0,51.89
ES,2020,6.0,51.02
ES,2020,7.0,50.502
ES,2020,8.0,50.0
ES,2020,9.0,49.265
ES,2020,10.0,48.608
ES,2020,11.0,48.0
ES,2020,12.0,47.211
ES,2020,13.0,46.75
ES,2020,14.0,46.234
ES,2020,15.0,45.816
ES,2020,16.0,45.18
ES,2020,17.0,44.94
ES,2020,18.0,44.521
ES,2020,19.0,44.092
ES,2020,20.0,43.758
ES,2020,21.0,43.33
ES,2020,22.0,43.0
ES,2020,23.0,42.67
ES,2020,24.0,42.31
ES,2020,25.0,42.0
ES,2020,26.0,41.69
ES,2020,27.0,41.4
ES,2020,28.0,41.07
ES,2020,29.0,40.75
ES,2020,30.0,40.391
ES,2020,31.0,40.1
ES,2020,32.0,40.0
ES,2020,33.0,39.8
ES,2020,34.0,39.538
ES,2020,35.0,39.189
ES,2020,36.0,38.99
ES,2020,37.0,38.613
ES,2020,38.0,38.3
ES,2020,39.0,38.05
ES,2020,40.0,37.808
ES,2020,41.0,37.54
ES,2020,42.0,37.2
ES,2020,43.0,37.0
ES,2020,44.0,36.69
ES,2020,45.0,36.276
ES,2020,46.0,36.046
ES,2020,47.0,35.65
ES,2020,48.0,35.185
ES,2020,49.0,34.99
ES,2020,50.0,34.62
ES,2020,51.0,34.217
ES,2020,52.0,34.008
ES,2020,53.0,33.6
ES,2020,54.0,33.31
ES,2020,55.0,33.01
ES,2020,56.0,32.7
ES,2020,57.0,32.297
ES,2020,58.0,32.02
ES,2020,59.0,31.601
ES,2020,60.0,31.242
ES,2020,61.0,30.91
ES,2020,62.0,30.55
ES,2020,63.0,30.25
ES,2020,64.0,30.01
ES,2020,65.0,29.84
ES,2020,66.0,29.5
ES,2020,67.0,29.04
ES,2020,68.0,28.767
ES,2020,69.0,28.38
ES,2020,70.0,28.03
ES,2020,71.0,27.8
ES,2020,72.0,27.5
ES,2020,73.0,27.1
ES,2020,74.0,26.846
ES,2020,75.0,26.45
ES,2020,76.0,26.02
ES,2020,77.0,25.8
ES,2020,78.0,25.343
ES,2020,79.0,25.0
ES,2020,80.0,24.506
ES,2020,81.0,24.1
ES,2020,82.0,23.718
ES,2020,83.0,23.0
ES,2020,84.0,22.5
