country,year,hour_utc,gen_Nuclear,gen_Lignite,gen_Hard coal,gen_Gas,gen_Oil & other fossil,gen_Biomass,gen_Waste,gen_Geothermal,gen_Hydro run-of-river,gen_Hydro reservoir,gen_Hydro pumped (production),gen_Onshore wind,gen_Offshore wind,gen_Solar,gen_Marine,gen_Other renewable,gen_Other,pumped_consumption,flow_net,flow_import,flow_export,price
FR,2026,22,43059.53,0.0,43.86,2250.62,63.19,362.94,394.07,0.0,4462.82,1835.18,1234.74,5622.55,811.81,0.0,0.0,0.0,25.38,-283.4,-8682.19,897.53,9579.72,95.68
FR,2026,23,42876.68,0.0,36.92,1953.28,51.36,363.27,394.53,0.0,4290.13,1603.93,845.14,5551.22,789.52,0.0,0.0,0.0,21.19,-468.42,-8902.95,843.13,9746.08,89.28
GB,2019,0,5896.06,0.0,197.97,8263.54,0.0,1760.73,0.0,0.0,284.68,0.0,19.35,2492.75,2168.26,0.0,0.0,0.0,81.87,,1044.96,1133.51,88.54,40.22
GB,2019,1,5920.77,0.0,197.6,8285.38,0.0,1779.41,0.0,0.0,273.95,0.0,12.78,2502.17,2155.26,0.05,0.0,0.0,81.93,,1036.1,1115.07,78.97,39.21
GB,2019,2,5906.13,0.0,192.29,8032.37,0.0,1772.48,0.0,0.0,266.35,0.0,8.49,2450.06,2082.56,0.1,0.0,0.0,81.61,,995.4,1084.22,88.81,38.01
GB,2019,3,5910.43,0.0,185.18,7953.86,0.0,1773.1,0.0,0.0,263.02,0.0,5.61,2474.0,2093.63,0.2,0.0,0.0,81.09,,932.16,1032.63,100.47,37.17
GB,2019,4,5944.28,0.0,195.17,8134.21,0.0,1774.25,0.0,0.0,273.94,0.0,4.79,2481.96,2096.53,21.79,0.0,0.0,81.29,,794.77,917.24,122.47,39.13
GB,2019,5,5919.09,0.0,295.36,9373.92,0.0,1800.53,0.0,0.0,316.93,0.0,16.67,2432.89,2085.42,163.41,0.0,0.0,82.01,,770.05,890.22,120.17,42.37
GB,2019,6,5933.49,0.0,524.75,11916.18,0.0,1883.3,0.0,0.0,395.42,0.0,88.95,2461.92,2062.37,529.49,0.0,0.0,85.64,,889.57,1020.56,130.99,47.25
GB,2019,7,5932.96,0.0,725.42,14031.85,0.0,1979.38,0.0,0.0,471.71,0.0,240.31,2554.18,2090.66,1147.47,0.0,0.0,89.7,,1015.37,1141.25,125.88,51.17
GB,2019,8,5919.45,0.0,807.27,14690.7,0.0,1998.66,0.0,0.0,498.03,0.0,261.92,2625.19,2029.08,1978.87,0.0,0.0,90.92,,1124.18,1240.12,115.93,51.5
GB,2019,9,5812.97,0.0,847.4,14646.72,0.0,1985.79,0.0,0.0,473.56,0.0,197.65,2714.04,2006.46,2874.04,0.0,0.0,89.19,,1136.45,1263.24,126.79,50.54
GB,2019,10,5835.72,0.0,867.85,14506.92,0.0,1985.27,0.0,0.0,432.44,0.0,153.55,2840.96,2032.41,3660.1,0.0,0.0,87.41,,1112.11,1255.13,143.02,48.05
GB,2019,11,5863.33,0.0,892.5,14501.15,0.0,1994.59,0.0,0.0,397.86,0.0,126.75,2911.75,2019.68,4053.89,0.0,0.0,87.65,,1102.16,1254.18,152.02,46.93
GB,2019,12,5879.01,0.0,878.63,14245.8,0.0,1980.39,0.0,0.0,366.38,0.0,98.16,3022.24,2074.54,4064.85,0.0,0.0,87.25,,1065.85,1209.86,144.01,46.14
GB,2019,13,5895.32,0.0,881.46,14100.73,0.0,1983.52,0.0,0.0,350.71,0.0,90.32,3048.0,2092.09,3747.1,0.0,0.0,86.74,,1039.03,1185.51,146.49,45.79
GB,2019,14,5898.75,0.0,876.68,14114.88,0.14,1985.43,0.0,0.0,357.3,0.0,94.3,2972.84,2050.36,3112.59,0.0,0.0,85.75,,1022.41,1162.34,139.92,46.83
GB,2019,15,5916.28,0.0,893.78,14724.7,0.0,2005.75,0.0,0.0,411.65,0.0,165.61,2992.58,2147.26,2256.24,0.0,0.0,87.22,,1094.48,1219.44,124.97,50.97
GB,2019,16,5935.6,0.0,979.8,15927.72,0.0,2030.97,0.0,0.0,536.84,0.0,458.62,2944.38,2205.97,1410.66,0.0,0.0,97.31,,1228.21,1341.08,112.87,56.49
GB,2019,17,5931.19,0.0,1014.85,16621.36,0.0,2035.08,0.0,0.0,608.01,0.0,755.95,2879.68,2219.15,720.98,0.0,0.0,106.52,,1294.31,1407.28,112.96,60.9
GB,2019,18,5931.56,0.0,1012.21,16768.06,0.0,2047.09,0.0,0.0,609.5,0.0,825.78,2812.61,2274.58,266.71,0.0,0.0,99.24,,1327.08,1438.89,111.81,61.01
GB,2019,19,5949.29,0.0,964.09,16443.56,0.0,2043.1,0.0,0.0,554.97,0.0,602.51,2768.56,2311.37,54.37,0.0,0.0,90.77,,1325.0,1435.47,110.47,55.86
GB,2019,20,5929.92,0.0,823.08,15522.17,0.0,2025.29,0.0,0.0,452.42,0.0,300.54,2677.28,2291.44,2.66,0.0,0.0,85.27,,1271.49,1373.01,101.51,52.05
GB,2019,21,5912.07,0.0,515.44,13705.28,0.0,1991.95,0.0,0.0,366.88,0.0,142.6,2637.88,2325.19,0.45,0.0,0.0,84.88,,1145.22,1249.01,103.78,48.35
GB,2019,22,5923.0,0.0,326.41,11023.88,0.0,1918.12,0.0,0.0,332.99,0.0,100.78,2603.47,2302.88,0.25,0.0,0.0,82.72,,1090.94,1184.29,93.35,45.59
GB,2019,23,5897.95,0.0,228.91,8908.6,0.0,1795.62,0.0,0.0,305.02,0.0,35.4,2439.58,2158.25,0.0,0.0,0.0,81.9,,1042.75,1135.93,93.19,41.92
GB,2020,0,5067.43,0.0,238.29,6685.71,0.0,1755.6,0.0,0.0,348.46,0.0,13.66,2619.31,2982.31,0.14,0.0,0.0,130.81,,797.55,957.07,159.53,28.89
GB,2020,1,5055.1,0.0,237.41,6621.99,0.0,1764.06,0.0,0.0,337.69,0.0,6.56,2598.26,2930.21,0.1,0.0,0.0,130.76,,770.27,929.6,159.32,28.7
GB,2020,2,5062.94,0.0,231.27,6380.0,0.0,1764.46,0.0,0.0,331.06,0.0,4.46,2551.33,2890.74,0.09,0.0,0.0,130.13,,665.44,857.37,191.92,26.75
GB,2020,3,5066.45,0.0,230.68,6327.54,0.0,1762.46,0.0,0.0,330.1,0.0,5.62,2561.57,2885.48,0.31,0.0,0.0,130.18,,527.41,761.15,233.74,25.76
GB,2020,4,5070.58,0.0,231.97,6459.91,0.0,1761.88,0.0,0.0,337.99,0.0,5.04,2534.37,2886.37,19.31,0.0,0.0,130.27,,368.7,684.4,315.69,27.59
GB,2020,5,5074.09,0.0,270.39,7252.19,0.0,1783.06,0.0,0.0,376.45,0.0,14.03,2546.51,2884.99,155.06,0.0,0.0,133.39,,402.33,709.56,307.23,31.38
GB,2020,6,5065.51,0.0,383.61,8976.83,0.0,1871.44,0.0,0.0,438.33,0.0,48.91,2540.64,2828.26,513.99,0.0,0.0,146.34,,606.96,851.75,244.79,35.32
GB,2020,7,5064.74,0.0,504.54,10681.18,0.0,1963.12,0.0,0.0,493.93,0.0,135.75,2612.93,2802.19,1126.94,0.0,0.0,161.46,,869.24,1041.48,172.23,38.72
GB,2020,8,5069.92,0.0,564.59,11354.04,0.0,1997.27,0.0,0.0,528.76,0.0,153.83,2729.75,2786.69,1917.98,0.0,0.0,169.81,,1040.17,1187.36,147.19,40.05
GB,2020,9,5034.9,0.0,592.94,11475.41,0.0,1994.32,0.0,0.0,514.27,0.0,151.18,2817.24,2760.68,2834.27,0.0,0.0,164.68,,1081.47,1236.95,155.48,40.76
GB,2020,10,5010.36,0.0,603.58,11385.17,0.0,1977.63,0.0,0.0,480.3,0.0,119.42,2935.02,2745.51,3594.62,0.0,0.0,158.84,,1087.15,1253.74,166.59,39.15
GB,2020,11,5031.99,0.0,603.71,11423.98,0.0,1977.41,0.0,0.0,456.72,0.0,112.77,3049.81,2767.19,4025.68,0.0,0.0,159.8,,1119.59,1271.05,151.47,38.69
GB,2020,12,5053.06,0.0,622.27,11407.9,0.0,1984.69,0.0,0.0,423.63,0.0,89.03,3107.12,2711.83,4057.12,0.0,0.0,156.64,,1089.38,1257.67,168.29,37.87
GB,2020,13,5068.29,0.0,625.47,11247.18,0.0,1978.29,0.0,0.0,402.07,0.0,69.31,3150.01,2717.89,3746.6,0.0,0.0,147.0,,1046.38,1220.21,173.84,36.47
GB,2020,14,5068.25,0.0,625.24,11305.63,0.0,1983.06,0.0,0.0,404.08,0.0,67.1,3148.9,2748.42,3138.21,0.0,0.0,143.11,,1000.56,1175.77,175.21,37.04
GB,2020,15,5066.93,0.0,633.36,11773.21,0.0,2001.53,0.0,0.0,460.04,0.0,142.97,3172.53,2868.78,2310.49,0.0,0.0,157.82,,1110.07,1246.84,136.77,41.14
GB,2020,16,5067.51,0.0,666.4,12982.63,0.0,2031.38,0.0,0.0,576.94,0.0,388.49,3150.79,2955.99,1473.41,0.0,0.0,198.99,,1311.87,1420.94,109.07,48.75
GB,2020,17,5073.68,0.0,693.3,13814.8,0.0,2048.3,0.0,0.0,647.83,0.0,775.0,3100.84,3013.96,752.9,0.0,0.0,251.75,,1352.16,1453.38,101.22,55.03
GB,2020,18,5079.48,0.0,685.92,13928.24,0.0,2057.19,0.0,0.0,644.31,0.0,781.05,2959.83,2986.2,269.6,0.0,0.0,239.53,,1337.53,1439.44,101.91,52.35
GB,2020,19,5083.09,0.0,655.71,13477.24,0.0,2049.56,0.0,0.0,600.71,0.0,500.69,2871.83,3038.65,52.46,0.0,0.0,196.91,,1305.38,1416.74,111.36,46.35
GB,2020,20,5082.34,0.0,566.2,12537.63,0.0,2032.84,0.0,0.0,526.95,0.0,253.99,2816.89,3047.58,3.77,0.0,0.0,162.85,,1240.93,1362.7,121.78,42.36
GB,2020,21,5079.28,0.0,434.34,11004.28,0.0,1986.52,0.0,0.0,453.77,0.0,116.18,2783.24,3087.38,0.32,0.0,0.0,140.48,,1111.74,1238.34,126.6,39.11
GB,2020,22,5080.08,0.0,315.6,8777.52,0.0,1861.73,0.0,0.0,415.0,0.0,54.94,2736.14,3082.77,0.45,0.0,0.0,134.06,,1010.61,1126.29,115.68,35.59
GB,2020,23,5049.51,0.0,247.11,7139.3,0.0,1755.98,0.0,0.0,369.08,0.0,31.2,2645.71,3005.37,0.14,0.0,0.0,131.69,,844.69,985.65,140.95,30.2
GB,2021,0,4772.76,0.0,256.71,8048.55,0.0,1900.54,0.0,0.0,247.91,0.0,13.89,2445.54,2805.08,0.78,0.0,0.0,129.1,,1234.54,1344.74,110.2,108.22
GB,2021,1,4774.07,0.0,252.04,7993.63,0.0,1918.25,0.0,0.0,239.52,0.0,9.26,2427.22,2777.4,0.56,0.0,0.0,131.26,,1233.71,1338.7,104.99,106.58
GB,2021,2,4778.36,0.0,235.97,7710.72,0.0,1907.41,0.0,0.0,234.29,0.0,5.93,2403.13,2731.16,0.43,0.0,0.0,130.4,,1185.72,1305.19,119.47,101.72
GB,2021,3,4781.77,0.0,231.44,7629.83,0.0,1899.21,0.0,0.0,230.74,0.0,3.08,2421.01,2743.99,0.37,0.0,0.0,129.48,,1095.43,1231.84,136.41,99.47
GB,2021,4,4796.0,0.0,247.76,7751.35,0.0,1893.08,0.0,0.0,238.18,0.0,3.69,2420.24,2727.52,17.24,0.0,0.0,129.91,,937.9,1102.33,164.43,104.28
GB,2021,5,4788.45,0.0,320.99,8764.91,0.0,1952.39,0.0,0.0,270.61,0.0,21.67,2358.66,2661.32,141.07,0.0,0.0,136.98,,890.89,1077.26,186.37,115.3
GB,2021,6,4787.81,0.0,448.82,10773.62,0.0,2044.84,0.0,0.0,323.9,0.0,81.91,2424.45,2632.35,468.78,0.0,0.0,165.01,,1054.95,1232.21,177.25,127.24
GB,2021,7,4781.71,0.0,560.08,12591.4,0.0,2122.59,0.0,0.0,388.31,0.0,211.03,2533.42,2719.07,1030.11,0.0,0.0,219.71,,1177.93,1347.63,169.69,140.69
GB,2021,8,4776.4,0.0,641.39,13369.75,0.0,2139.48,0.0,0.0,419.99,0.0,232.76,2607.58,2700.12,1776.77,0.0,0.0,251.19,,1344.21,1483.92,139.72,142.51
GB,2021,9,4744.69,0.0,691.32,13549.5,0.0,2135.14,0.0,0.0,408.27,0.0,180.47,2722.28,2700.89,2602.23,0.0,0.0,246.58,,1387.17,1530.77,143.6,142.48
GB,2021,10,4739.2,0.0,708.98,13448.17,0.0,2135.21,0.0,0.0,371.99,0.0,142.97,2826.64,2701.83,3319.25,0.0,0.0,229.26,,1373.94,1524.3,150.36,138.39
GB,2021,11,4741.0,0.0,708.19,13365.05,0.0,2139.69,0.0,0.0,343.06,0.0,133.48,2958.62,2693.1,3725.46,0.0,0.0,216.54,,1384.89,1538.91,154.03,136.88
GB,2021,12,4749.95,0.0,704.61,13247.25,0.0,2132.41,0.0,0.0,319.86,0.0,125.56,3042.09,2707.91,3761.67,0.0,0.0,200.55,,1400.58,1556.1,155.51,134.12
GB,2021,13,4755.09,0.0,682.87,13047.19,0.0,2121.73,0.0,0.0,308.67,0.0,96.06,3098.27,2737.06,3471.98,0.0,0.0,178.88,,1393.23,1544.62,151.39,132.83
GB,2021,14,4766.35,0.0,678.18,13147.83,0.0,2130.4,0.0,0.0,315.05,0.0,75.99,3113.06,2770.8,2892.18,0.0,0.0,170.47,,1372.69,1524.54,151.85,136.0
GB,2021,15,4781.45,0.0,725.01,13776.32,0.0,2161.41,0.0,0.0,369.33,0.0,162.02,3055.9,2773.25,2123.91,0.0,0.0,205.57,,1392.96,1522.84,129.88,151.46
GB,2021,16,4773.03,0.0,796.2,14672.48,0.0,2185.61,0.0,0.0,494.16,0.0,536.35,3006.58,2822.45,1341.0,0.0,0.0,292.96,,1508.06,1615.67,107.61,172.67
GB,2021,17,4760.99,0.0,832.2,15246.55,0.0,2204.21,0.0,0.0,564.3,0.0,983.1,2883.36,2810.72,689.76,0.0,0.0,401.98,,1573.34,1667.68,94.35,200.35
GB,2021,18,4763.54,0.0,826.26,15321.33,0.0,2209.04,0.0,0.0,561.43,0.0,995.65,2775.43,2834.49,256.99,0.0,0.0,393.64,,1566.98,1663.21,96.23,185.67
GB,2021,19,4766.25,0.0,791.7,14977.98,0.0,2206.37,0.0,0.0,496.43,0.0,567.24,2666.44,2844.03,52.38,0.0,0.0,297.76,,1554.62,1659.59,104.97,156.85
GB,2021,20,4766.0,0.0,705.74,14069.81,0.0,2191.81,0.0,0.0,397.43,0.0,220.54,2619.28,2864.82,2.23,0.0,0.0,216.49,,1498.17,1609.24,111.08,139.79
GB,2021,21,4772.85,0.0,532.32,12481.74,0.0,2145.65,0.0,0.0,326.52,0.0,93.17,2584.84,2879.93,0.3,0.0,0.0,149.14,,1394.54,1513.89,119.36,127.97
GB,2021,22,4774.76,0.0,378.67,10363.1,0.0,2015.52,0.0,0.0,295.47,0.0,53.37,2525.43,2861.05,0.23,0.0,0.0,130.84,,1280.44,1409.34,128.9,119.33
GB,2021,23,4757.04,0.0,288.13,8596.45,0.0,1916.78,0.0,0.0,265.46,0.0,24.02,2460.53,2807.46,0.08,0.0,0.0,127.0,,1223.78,1344.18,120.4,108.77
GB,2022,0,3881.25,0.0,166.16,7617.59,0.0,1178.77,0.0,0.0,208.08,0.0,10.91,2865.77,2731.2,0.44,0.0,0.0,129.92,,-474.02,839.39,1313.41,196.43
GB,2022,1,3871.69,0.0,163.17,7517.15,0.0,1168.03,0.0,0.0,199.86,0.0,5.49,2869.52,2704.64,0.43,0.0,0.0,129.22,,-477.06,846.68,1323.74,192.25
GB,2022,2,3860.52,0.0,156.8,7305.83,0.0,1150.58,0.0,0.0,190.38,0.0,3.35,2844.94,2670.25,0.36,0.0,0.0,124.44,,-586.28,788.98,1375.26,184.08
GB,2022,3,3870.55,0.0,155.84,7347.85,0.0,1144.16,0.0,0.0,188.94,0.0,3.71,2849.56,2651.1,0.34,0.0,0.0,123.95,,-798.21,684.69,1482.9,182.56
GB,2022,4,3873.13,0.0,169.61,7508.36,0.0,1161.93,0.0,0.0,197.91,0.0,6.81,2835.79,2638.82,16.25,0.0,0.0,127.68,,-992.19,588.8,1580.99,189.25
GB,2022,5,4020.86,0.0,223.25,8340.39,0.0,1237.75,0.0,0.0,246.8,0.0,23.47,2690.03,2499.32,143.14,0.0,0.0,152.1,,-902.18,567.28,1469.45,211.44
GB,2022,6,3877.79,0.0,315.25,9262.78,0.0,1297.97,0.0,0.0,321.23,0.0,105.67,2666.08,2388.47,429.5,0.0,0.0,223.76,,-438.03,692.84,1130.86,242.47
GB,2022,7,3878.09,0.0,384.6,10202.77,0.0,1349.34,0.0,0.0,357.3,0.0,176.39,2953.88,2674.98,962.06,0.0,0.0,290.82,,180.32,989.82,809.51,255.91
GB,2022,8,3877.06,0.0,419.04,10465.22,0.0,1359.02,0.0,0.0,358.87,0.0,173.9,3036.66,2656.63,1698.01,0.0,0.0,271.34,,673.7,1306.65,632.95,250.88
GB,2022,9,3860.34,0.0,427.6,10362.87,0.0,1337.64,0.0,0.0,329.98,0.0,126.19,3141.63,2616.56,2522.82,0.0,0.0,224.5,,849.46,1466.53,617.07,245.02
GB,2022,10,3840.89,0.0,413.62,10132.47,0.0,1309.07,0.0,0.0,295.53,0.0,94.57,3306.78,2653.32,3224.11,0.0,0.0,194.44,,921.74,1527.79,606.05,232.31
GB,2022,11,3840.42,0.0,407.64,10012.51,0.0,1302.21,0.0,0.0,268.56,0.0,77.38,3416.29,2577.76,3621.95,0.0,0.0,179.78,,969.98,1569.59,599.61,226.51
GB,2022,12,3872.38,0.0,405.13,10015.08,0.0,1311.5,0.0,0.0,258.08,0.0,69.8,3523.03,2587.04,3645.42,0.0,0.0,172.51,,897.14,1520.44,623.3,222.47
GB,2022,13,3899.81,0.0,396.09,9972.1,0.0,1322.95,0.0,0.0,253.45,0.0,54.8,3582.77,2592.39,3342.53,0.0,0.0,165.13,,763.72,1438.56,674.83,221.67
GB,2022,14,3871.67,0.0,399.78,10066.74,0.0,1321.74,0.0,0.0,258.7,0.0,59.84,3607.71,2622.15,2713.09,0.0,0.0,166.15,,558.84,1286.74,727.9,227.23
GB,2022,15,3885.5,0.0,434.98,10716.24,0.0,1347.22,0.0,0.0,306.69,0.0,137.59,3566.07,2638.82,1945.68,0.0,0.0,212.51,,404.56,1150.43,745.87,247.06
GB,2022,16,3881.5,0.0,488.31,11560.06,0.0,1390.09,0.0,0.0,385.94,0.0,399.0,3462.01,2657.37,1203.79,0.0,0.0,328.76,,406.16,1141.69,735.52,279.41
GB,2022,17,3893.15,0.0,517.53,12076.17,0.0,1413.36,0.0,0.0,446.28,0.0,781.18,3378.7,2727.86,615.93,0.0,0.0,468.7,,438.67,1167.15,728.48,299.09
GB,2022,18,3869.62,0.0,509.29,12051.55,0.0,1417.23,0.0,0.0,455.17,0.0,846.43,3240.28,2787.02,231.43,0.0,0.0,489.75,,395.24,1136.97,741.73,297.13
GB,2022,19,3871.2,0.0,494.38,11838.85,0.0,1419.87,0.0,0.0,424.45,0.0,546.45,3111.07,2785.54,48.31,0.0,0.0,381.87,,371.52,1156.81,785.28,273.78
GB,2022,20,3871.21,0.0,464.19,11337.38,0.0,1404.55,0.0,0.0,364.63,0.0,258.48,3048.85,2827.05,3.15,0.0,0.0,289.69,,182.55,1059.94,877.39,255.42
GB,2022,21,3868.13,0.0,375.71,10357.18,0.0,1357.08,0.0,0.0,306.33,0.0,107.4,2987.29,2827.31,0.36,0.0,0.0,210.72,,-62.16,978.59,1040.75,236.36
GB,2022,22,3890.55,0.0,249.41,9003.81,0.0,1278.63,0.0,0.0,269.17,0.0,58.26,2963.7,2833.57,0.16,0.0,0.0,158.85,,-351.08,853.39,1204.48,218.11
GB,2022,23,3876.63,0.0,181.22,7987.21,0.0,1197.54,0.0,0.0,226.7,0.0,23.59,2861.28,2736.41,0.02,0.0,0.0,137.98,,-498.47,812.77,1311.23,200.08
GB,2023,0,4082.98,0.0,194.74,6861.1,0.0,1365.47,0.0,0.0,228.75,0.0,16.37,2871.47,3132.69,0.0,0.0,0.0,181.16,,672.72,1267.82,595.11,90.61
GB,2023,1,4089.09,0.0,196.77,6810.96,0.0,1377.9,0.0,0.0,220.47,0.0,8.65,2808.35,3056.49,0.0,0.0,0.0,180.33,,611.63,1256.73,645.1,87.77
GB,2023,2,4079.7,0.0,190.57,6584.19,0.0,1359.18,0.0,0.0,213.75,0.0,4.61,2807.32,3076.13,0.0,0.0,0.0,171.3,,440.5,1163.68,723.18,83.21
GB,2023,3,4078.99,0.0,189.19,6625.73,0.0,1348.09,0.0,0.0,212.35,0.0,5.39,2845.14,3209.21,0.03,0.0,0.0,168.54,,162.36,1019.88,857.52,83.03
GB,2023,4,4081.09,0.0,194.54,6873.86,0.0,1345.85,0.0,0.0,227.68,0.0,9.62,2822.55,3148.5,23.26,0.0,0.0,173.55,,-124.39,893.69,1018.09,88.08
GB,2023,5,4082.25,0.0,222.47,7666.86,0.0,1366.74,0.0,0.0,296.59,0.0,42.8,2749.45,3098.32,175.89,0.0,0.0,204.11,,-11.49,889.43,900.91,101.27
GB,2023,6,4082.59,0.0,266.64,8946.94,0.0,1411.66,0.0,0.0,376.6,0.0,111.03,2705.07,2951.11,552.14,0.0,0.0,296.2,,659.65,1193.22,533.57,112.13
GB,2023,7,4079.34,0.0,302.65,9967.54,0.0,1451.39,0.0,0.0,416.55,0.0,168.46,2736.99,2837.19,1194.19,0.0,0.0,341.86,,1475.92,1775.19,299.27,116.02
GB,2023,8,4075.97,0.0,328.78,10188.47,0.0,1463.68,0.0,0.0,413.3,0.0,168.36,2780.04,2707.66,2067.0,0.0,0.0,306.14,,1967.04,2146.25,179.21,114.7
GB,2023,9,4029.67,0.0,328.92,9993.15,0.0,1453.26,0.0,0.0,372.72,0.0,150.12,2839.58,2539.93,3042.76,0.0,0.0,271.04,,2141.26,2287.88,146.62,112.22
GB,2023,10,3975.27,0.0,326.73,9607.91,0.0,1431.57,0.0,0.0,329.11,0.0,120.83,2883.58,2522.36,3877.01,0.0,0.0,238.72,,2176.52,2342.94,166.41,107.2
GB,2023,11,3996.72,0.0,316.02,9442.02,0.0,1446.19,0.0,0.0,296.32,0.0,100.88,3031.1,2542.76,4312.21,0.0,0.0,226.18,,2216.79,2373.47,156.68,103.25
GB,2023,12,4044.93,0.0,308.4,9387.58,0.0,1452.48,0.0,0.0,275.3,0.0,100.7,3166.86,2632.17,4326.41,0.0,0.0,218.19,,2166.93,2338.48,171.55,99.87
GB,2023,13,4076.67,0.0,311.23,9403.73,0.0,1463.32,0.0,0.0,273.43,0.0,103.52,3183.09,2602.42,3968.74,0.0,0.0,208.63,,2001.1,2201.54,200.45,98.77
GB,2023,14,4090.79,0.0,320.51,9678.82,0.0,1479.39,0.0,0.0,282.59,0.0,111.47,3212.99,2723.91,3261.75,0.0,0.0,210.98,,1745.41,2012.67,267.26,102.67
GB,2023,15,4093.06,0.0,354.88,10404.92,0.0,1494.53,0.0,0.0,330.58,0.0,254.31,3192.55,2776.64,2337.09,0.0,0.0,236.35,,1597.43,1910.54,313.11,110.32
GB,2023,16,4079.58,0.0,400.33,11560.21,0.0,1502.69,0.0,0.0,448.08,0.0,500.94,3156.18,2898.91,1442.86,0.0,0.0,353.92,,1561.63,1889.29,327.66,126.56
GB,2023,17,4084.09,0.0,435.87,12287.56,0.0,1519.15,0.0,0.0,552.45,0.0,754.29,3205.76,3222.05,741.07,0.0,0.0,618.66,,1473.29,1848.14,374.84,138.22
GB,2023,18,4075.44,0.0,430.83,12400.5,0.0,1532.64,0.0,0.0,574.14,0.0,797.88,3080.36,3190.42,282.83,0.0,0.0,662.11,,1404.19,1809.05,404.86,140.31
GB,2023,19,4078.18,0.0,417.22,12169.1,0.0,1530.87,0.0,0.0,533.2,0.0,508.73,3035.15,3294.91,54.14,0.0,0.0,452.31,,1483.36,1829.62,346.26,130.63
GB,2023,20,4089.22,0.0,381.07,11603.76,0.0,1525.44,0.0,0.0,448.98,0.0,258.62,3013.49,3287.61,1.99,0.0,0.0,303.85,,1386.71,1719.05,332.34,121.35
GB,2023,21,4097.91,0.0,317.88,10506.94,0.0,1504.81,0.0,0.0,363.81,0.0,130.84,2979.95,3273.19,0.0,0.0,0.0,230.29,,1072.13,1463.8,391.67,112.83
GB,2023,22,4068.12,0.0,245.07,8600.73,0.0,1424.24,0.0,0.0,285.53,0.0,59.15,2933.75,3211.15,0.0,0.0,0.0,193.5,,930.05,1372.82,442.76,101.47
GB,2023,23,4056.47,0.0,207.34,7216.01,0.0,1356.53,0.0,0.0,241.82,0.0,34.31,2857.34,3230.89,0.0,0.0,0.0,187.19,,702.26,1279.19,576.92,92.87
GB,2024,0,4215.17,0.0,123.54,5148.13,0.0,1842.68,0.0,0.0,275.25,0.0,23.08,2953.99,3161.85,0.0,0.0,0.0,208.21,,1853.31,2457.25,603.95,70.6
GB,2024,1,4237.17,0.0,125.36,5127.78,0.0,1859.61,0.0,0.0,265.13,0.0,16.5,2907.01,3123.77,0.0,0.0,0.0,215.2,,1787.6,2420.58,632.98,67.33
GB,2024,2,4238.53,0.0,120.88,4960.79,0.0,1840.74,0.0,0.0,258.46,0.0,10.05,2950.93,3205.12,0.0,0.0,0.0,200.29,,1588.09,2302.09,714.01,64.1
GB,2024,3,4239.94,0.0,119.51,4953.72,0.0,1820.79,0.0,0.0,256.39,0.0,10.07,2893.33,3118.99,0.0,0.0,0.0,196.76,,1333.73,2145.36,811.63,64.35
GB,2024,4,4241.22,0.0,124.6,5141.09,0.0,1815.98,0.0,0.0,270.89,0.0,18.66,2868.87,3076.51,23.9,0.0,0.0,201.67,,1021.96,1992.08,970.12,67.89
GB,2024,5,4242.83,0.0,149.29,5990.5,0.0,1892.19,0.0,0.0,321.23,0.0,60.87,2764.92,2888.69,195.93,0.0,0.0,260.18,,981.79,1944.85,963.06,76.83
GB,2024,6,4241.33,0.0,177.19,7390.19,0.0,1994.93,0.0,0.0,395.93,0.0,167.81,2864.42,3018.04,622.01,0.0,0.0,398.43,,1491.12,2165.57,674.45,87.36
GB,2024,7,4238.46,0.0,187.59,8468.8,0.0,2105.85,0.0,0.0,449.02,0.0,237.82,2886.46,2952.05,1344.12,0.0,0.0,486.16,,2161.41,2614.71,453.31,92.23
GB,2024,8,4223.87,0.0,178.73,8635.3,0.0,2123.38,0.0,0.0,456.94,0.0,227.5,2944.6,2814.12,2281.77,0.0,0.0,450.76,,2673.09,2975.6,302.51,90.81
GB,2024,9,4174.46,0.0,170.26,8426.81,0.0,2101.68,0.0,0.0,417.09,0.0,183.19,3006.49,2679.49,3288.16,0.0,0.0,376.03,,2964.79,3208.62,243.83,88.12
GB,2024,10,4155.07,0.0,158.81,8129.59,0.0,2085.59,0.0,0.0,369.45,0.0,133.7,3170.81,2719.67,4211.1,0.0,0.0,333.41,,3037.64,3272.28,234.64,83.46
GB,2024,11,4145.7,0.0,152.81,7901.1,0.0,2067.24,0.0,0.0,336.56,0.0,107.46,3189.94,2597.55,4658.62,0.0,0.0,304.33,,3078.89,3308.88,229.98,81.37
GB,2024,12,4165.67,0.0,143.87,7963.29,0.0,2073.49,0.0,0.0,323.73,0.0,105.57,3336.9,2737.75,4667.34,0.0,0.0,288.84,,3025.43,3270.72,245.29,78.76
GB,2024,13,4208.1,0.0,143.18,8031.85,0.0,2090.2,0.0,0.0,318.3,0.0,102.69,3362.09,2697.21,4278.57,0.0,0.0,284.46,,2847.57,3122.38,274.81,78.12
GB,2024,14,4229.34,0.0,148.08,8372.1,0.0,2122.61,0.0,0.0,334.23,0.0,116.19,3420.48,2791.1,3513.97,0.0,0.0,283.73,,2596.69,2921.74,325.05,80.98
