country,year,hour_utc,avg_price,indexed
DE,2021,18,122.15,1.2612
DE,2021,19,109.415,1.1297
DE,2021,20,99.555,1.0279
DE,2021,21,90.626,0.9357
DE,2021,22,81.761,0.8442
DE,2021,23,78.559,0.8111
DE,2022,0,197.106,0.8372
DE,2022,1,191.729,0.8143
DE,2022,2,190.717,0.81
DE,2022,3,201.628,0.8564
DE,2022,4,232.498,0.9875
DE,2022,5,261.662,1.1114
DE,2022,6,277.602,1.1791
DE,2022,7,262.877,1.1165
DE,2022,8,239.561,1.0175
DE,2022,9,220.108,0.9349
DE,2022,10,205.8,0.8741
DE,2022,11,192.368,0.8171
DE,2022,12,186.938,0.794
DE,2022,13,197.547,0.8391
DE,2022,14,216.434,0.9193
DE,2022,15,252.178,1.0711
DE,2022,16,293.416,1.2462
DE,2022,17,318.906,1.3545
DE,2022,18,308.943,1.3122
DE,2022,19,281.227,1.1945
DE,2022,20,260.443,1.1062
DE,2022,21,237.253,1.0077
DE,2022,22,218.277,0.9271
DE,2022,23,205.337,0.8721
DE,2023,0,79.97,0.8402
DE,2023,1,77.681,0.8162
DE,2023,2,77.035,0.8094
DE,2023,3,80.797,0.8489
DE,2023,4,93.877,0.9863
DE,2023,5,108.708,1.1422
DE,2023,6,112.5,1.182
DE,2023,7,106.751,1.1216
DE,2023,8,94.683,0.9948
DE,2023,9,85.083,0.894
